,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
28,2022-09-23,19:00,Primera Div,Matchweek 21,Fri,Away,W,1,0,Godoy Cruz,,,50,,Guillermo Matías Fernández,4-5-1,Pablo Echavarría,Match Report,,15,3,,,0,0,2022,Boca Juniors
29,2022-10-02,18:00,Primera Div,Matchweek 22,Sun,Home,W,1,0,Vélez Sarsf,,,51,,Guillermo Matías Fernández,4-3-3,Patricio Loustau,Match Report,,6,5,,,0,0,2022,Boca Juniors
30,2022-10-09,18:00,Primera Div,Matchweek 24,Sun,Home,W,2,1,Aldosivi,,,59,,Guillermo Matías Fernández,4-3-3,Silvio Trucco,Match Report,,14,6,,,0,0,2022,Boca Juniors
31,2022-10-12,16:30,Primera Div,Matchweek 25,Wed,Away,W,1,0,Sarmiento,,,56,,Frank Fabra,4-3-3,Facundo Tello,Match Report,,17,7,,,0,1,2022,Boca Juniors
32,2022-10-16,15:30,Primera Div,Matchweek 26,Sun,Away,L,0,2,Newell's OB,,,74,,Frank Fabra,4-3-1-2,Patricio Loustau,Match Report,,11,2,,,0,0,2022,Boca Juniors
33,2022-10-20,15:00,Primera Div,Matchweek 23,Thu,Away,W,2,1,Gimnasia ELP,,,48,,Frank Fabra,4-3-1-2,Hernán Mastrángelo,Match Report,,8,7,,,0,0,2022,Boca Juniors
34,2022-10-23,17:00,Primera Div,Matchweek 27,Sun,Home,D,2,2,Independiente,,,53,,Guillermo Matías Fernández,4-3-1-2,Darío Herrera,Match Report,,10,6,,,0,0,2022,Boca Juniors
7,2021-07-18,18:00,Primera Div,Matchweek 1,Sun,Home,L,1,2,Colón,,,74,,Javier Pinola,3-4-3,Darío Herrera,Match Report,,21,8,,,0,0,2022,River Plate
9,2021-07-25,18:00,Primera Div,Matchweek 2,Sun,Home,W,4,0,CA Unión,,,75,,Franco Armani,4-4-2,Hernán Mastrángelo,Match Report,,15,5,,,0,0,2022,River Plate
10,2021-07-28,21:00,Primera Div,Matchweek 3,Wed,Away,W,3,0,Lanús,,,62,,Franco Armani,4-1-3-2,Fernando Rapallini,Match Report,,18,6,,,0,0,2022,River Plate
11,2021-08-01,18:00,Primera Div,Matchweek 4,Sun,Home,D,1,1,CA Huracán,,,74,,Franco Armani,4-2-3-1,Facundo Tello,Match Report,,18,6,,,0,0,2022,River Plate
12,2021-08-07,20:15,Primera Div,Matchweek 5,Sat,Away,L,1,2,Godoy Cruz,,,57,,Javier Pinola,4-2-3-1,Ariel Penel,Match Report,,16,5,,,0,0,2022,River Plate
14,2021-08-14,18:00,Primera Div,Matchweek 6,Sat,Home,W,2,0,Vélez Sarsf,,,47,,Franco Armani,4-3-3,Pablo Echavarría,Match Report,,11,5,,,1,1,2022,River Plate
16,2021-08-22,20:15,Primera Div,Matchweek 7,Sun,Away,D,1,1,Gimnasia ELP,,,65,,Franco Armani,4-4-2,Pablo Dóvalo,Match Report,,12,3,,,0,0,2022,River Plate
17,2021-08-26,21:00,Primera Div,Matchweek 8,Thu,Home,W,2,0,Aldosivi,,,69,,Franco Armani,3-4-3,Fernando Rapallini,Match Report,,14,7,,,0,1,2022,River Plate
18,2021-08-30,19:00,Primera Div,Matchweek 9,Mon,Away,W,2,1,Sarmiento,,,70,,Enzo Pérez,3-5-2,Facundo Tello,Match Report,,12,5,,,0,0,2022,River Plate
19,2021-09-05,21:15,Primera Div,Matchweek 10,Sun,Home,D,1,1,Independiente,,,55,,Enzo Pérez,4-3-3,Andrés Merlos,Match Report,,17,3,,,0,0,2022,River Plate
20,2021-09-15,21:00,Primera Div,Matchweek 11,Wed,Away,W,4,1,Newell's OB,,,49,,Franco Armani,4-4-2,Pablo Echavarría,Match Report,,12,7,,,0,0,2022,River Plate
21,2021-09-19,20:15,Primera Div,Matchweek 12,Sun,Home,W,1,0,Arsenal,,,78,,Franco Armani,4-1-2-1-2◆,Jorge Baliño,Match Report,,23,4,,,0,0,2022,River Plate
22,2021-09-25,20:15,Primera Div,Matchweek 13,Sat,Away,W,3,1,CC Córdoba,,,63,,Franco Armani,4-3-3,Ariel Penel,Match Report,,15,7,,,0,0,2022,River Plate
23,2021-10-03,17:00,Primera Div,Matchweek 14,Sun,Home,W,2,1,Boca Juniors,,,70,,Franco Armani,4-3-2-1,Fernando Rapallini,Match Report,,8,4,,,0,0,2022,River Plate
24,2021-10-09,18:00,Primera Div,Matchweek 15,Sat,Away,W,1,0,Banfield,,,52,,Javier Pinola,4-4-2,Yael Falcón,Match Report,,18,8,,,0,0,2022,River Plate
25,2021-10-17,20:15,Primera Div,Matchweek 16,Sun,Home,W,3,1,San Lorenzo,,,62,,Franco Armani,4-1-2-1-2◆,Facundo Tello,Match Report,,15,8,,,0,0,2022,River Plate
26,2021-10-21,21:15,Primera Div,Matchweek 17,Thu,Away,W,2,0,Talleres,,,31,,Franco Armani,4-2-3-1,Darío Herrera,Match Report,,7,4,,,0,0,2022,River Plate
27,2021-10-25,19:00,Primera Div,Matchweek 18,Mon,Home,W,3,0,Argentinos Jun,,,56,,Franco Armani,4-2-3-1,Patricio Loustau,Match Report,,15,5,,,0,0,2022,River Plate
28,2021-10-31,20:15,Primera Div,Matchweek 19,Sun,Away,D,1,1,Estudiantes,,,77,,Franco Armani,4-3-3,Néstor Pitana,Match Report,,14,5,,,0,0,2022,River Plate
29,2021-11-07,20:15,Primera Div,Matchweek 20,Sun,Home,W,5,0,Patronato,,,71,,Franco Armani,4-3-3,Mauro Vigliano,Match Report,,14,9,,,0,0,2022,River Plate
30,2021-11-21,21:30,Primera Div,Matchweek 21,Sun,Away,W,1,0,Platense,,,57,,Franco Armani,4-1-2-1-2◆,Fernando Rapallini,Match Report,,18,6,,,0,0,2022,River Plate
31,2021-11-25,21:30,Primera Div,Matchweek 22,Thu,Home,W,4,0,Racing Club,,,57,,Leonardo Ponzio,4-1-2-1-2◆,Silvio Trucco,Match Report,,28,10,,,0,0,2022,River Plate
32,2021-11-28,17:00,Primera Div,Matchweek 23,Sun,Away,D,2,2,Rosario Cent,,,63,,Franco Armani,4-1-3-2,Pablo Echavarría,Match Report,,10,3,,,0,0,2022,River Plate
33,2021-12-05,21:30,Primera Div,Matchweek 24,Sun,Home,L,2,3,Defensa y Just,,,64,,Franco Armani,4-1-3-2,Patricio Loustau,Match Report,,22,7,,,0,0,2022,River Plate
34,2021-12-11,19:15,Primera Div,Matchweek 25,Sat,Away,D,1,1,Tucumán,,,68,,Javier Pinola,4-3-1-2,Hernán Mastrángelo,Match Report,,11,4,,,0,0,2022,River Plate
7,2021-07-18,13:30,Primera Div,Matchweek 1,Sun,Away,L,1,2,CA Huracán,,,67,,Ezequiel Unsain,5-4-1,Ariel Penel,Match Report,,5,3,,,0,0,2022,Defensa y Just
9,2021-07-25,13:30,Primera Div,Matchweek 2,Sun,Home,L,1,2,Godoy Cruz,,,51,,Ezequiel Unsain,4-4-2,Silvio Trucco,Match Report,,9,2,,,0,0,2022,Defensa y Just
10,2021-07-28,16:30,Primera Div,Matchweek 3,Wed,Away,D,0,0,Vélez Sarsf,,,28,,Ezequiel Unsain,5-4-1,Leandro Rey Hilfer,Match Report,,9,2,,,0,0,2022,Defensa y Just
11,2021-08-01,13:30,Primera Div,Matchweek 4,Sun,Home,W,3,2,Gimnasia ELP,,,63,,Ezequiel Unsain,4-4-2,Jorge Baliño,Match Report,,12,5,,,0,0,2022,Defensa y Just
12,2021-08-09,18:00,Primera Div,Matchweek 5,Mon,Away,L,0,1,Aldosivi,,,39,,Ezequiel Unsain,4-4-2,Germán Delfino,Match Report,,13,6,,,0,0,2022,Defensa y Just
13,2021-08-16,20:15,Primera Div,Matchweek 6,Mon,Home,W,4,2,Sarmiento,,,54,,Ezequiel Unsain,4-4-2,Hernán Mastrángelo,Match Report,,13,4,,,0,0,2022,Defensa y Just
14,2021-08-20,21:15,Primera Div,Matchweek 7,Fri,Away,D,0,0,Independiente,,,48,,Ezequiel Unsain,4-4-2,Fernando Rapallini,Match Report,,9,3,,,0,0,2022,Defensa y Just
15,2021-08-25,16:30,Primera Div,Matchweek 8,Wed,Home,W,2,0,Newell's OB,,,52,,Ezequiel Unsain,4-4-2,Darío Herrera,Match Report,,9,4,,,0,0,2022,Defensa y Just
16,2021-08-29,13:30,Primera Div,Matchweek 9,Sun,Away,D,0,0,Arsenal,,,71,,Ezequiel Unsain,3-4-3,Fernando Espinoza,Match Report,,15,3,,,0,0,2022,Defensa y Just
17,2021-09-03,19:00,Primera Div,Matchweek 10,Fri,Home,D,1,1,CC Córdoba,,,64,,Ezequiel Unsain,3-4-3,Pablo Echavarría,Match Report,,13,4,,,0,0,2022,Defensa y Just
18,2021-09-14,21:00,Primera Div,Matchweek 11,Tue,Away,D,0,0,Boca Juniors,,,41,,Ezequiel Unsain,3-4-3,Ariel Penel,Match Report,,11,3,,,0,0,2022,Defensa y Just
19,2021-09-20,20:15,Primera Div,Matchweek 12,Mon,Home,D,0,0,Banfield,,,53,,Ezequiel Unsain,3-4-3,Nicolás Lamolina,Match Report,,14,3,,,0,0,2022,Defensa y Just
20,2021-09-26,15:45,Primera Div,Matchweek 13,Sun,Away,L,1,2,San Lorenzo,,,64,,Ezequiel Unsain,3-4-3,Fernando Espinoza,Match Report,,12,3,,,0,0,2022,Defensa y Just
21,2021-10-04,18:00,Primera Div,Matchweek 14,Mon,Home,W,3,0,Talleres,,,50,,Ezequiel Unsain,3-4-3,Andrés Merlos,Match Report,,16,9,,,0,0,2022,Defensa y Just
22,2021-10-09,13:30,Primera Div,Matchweek 15,Sat,Away,W,2,0,Argentinos Jun,,,36,,Ezequiel Unsain,4-4-2,Ariel Penel,Match Report,,13,5,,,0,0,2022,Defensa y Just
23,2021-10-15,21:15,Primera Div,Matchweek 16,Fri,Home,W,2,1,Estudiantes,,,48,,Ezequiel Unsain,4-4-2,Silvio Trucco,Match Report,,15,5,,,0,0,2022,Defensa y Just
24,2021-10-19,19:00,Primera Div,Matchweek 17,Tue,Away,D,3,3,Patronato,,,61,,Ezequiel Unsain,4-2-3-1,Yael Falcón,Match Report,,10,5,,,0,0,2022,Defensa y Just
25,2021-10-23,18:00,Primera Div,Matchweek 18,Sat,Home,W,2,1,Platense,,,56,,Ezequiel Unsain,4-2-3-1,Fernando Espinoza,Match Report,,14,5,,,0,0,2022,Defensa y Just
26,2021-10-29,19:00,Primera Div,Matchweek 19,Fri,Away,W,2,1,Racing Club,,,37,,Ezequiel Unsain,4-2-3-1,Germán Delfino,Match Report,,9,4,,,0,0,2022,Defensa y Just
27,2021-11-05,19:00,Primera Div,Matchweek 20,Fri,Home,W,3,0,Rosario Cent,,,48,,Ezequiel Unsain,4-1-4-1,Fernando Rapallini,Match Report,,11,7,,,0,0,2022,Defensa y Just
28,2021-11-18,17:00,Primera Div,Matchweek 21,Thu,Away,W,3,2,CA Unión,,,50,,Ezequiel Unsain,4-1-4-1,Silvio Trucco,Match Report,,6,3,,,0,0,2022,Defensa y Just
29,2021-11-24,19:15,Primera Div,Matchweek 22,Wed,Away,W,4,0,Tucumán,,,54,,Ezequiel Unsain,4-4-1-1,Carlos Gareano,Match Report,,13,7,,,1,1,2022,Defensa y Just
30,2021-11-28,19:15,Primera Div,Matchweek 23,Sun,Home,D,1,1,Colón,,,53,,Ezequiel Unsain,4-4-1-1,Fernando Espinoza,Match Report,,18,4,,,0,1,2022,Defensa y Just
31,2021-12-05,21:30,Primera Div,Matchweek 24,Sun,Away,W,3,2,River Plate,,,36,,Ezequiel Unsain,4-4-1-1,Patricio Loustau,Match Report,,6,5,,,0,0,2022,Defensa y Just
32,2021-12-12,19:15,Primera Div,Matchweek 25,Sun,Home,W,2,1,Lanús,,,44,,Ezequiel Unsain,4-4-1-1,Adrián Franklin,Match Report,,10,3,,,0,0,2022,Defensa y Just
6,2021-07-17,15:45,Primera Div,Matchweek 1,Sat,Away,L,2,3,Newell's OB,,,46,,Guido Herrera,4-3-2-1,Hernán Mastrángelo,Match Report,,10,4,,,0,0,2022,Talleres
7,2021-07-26,18:00,Primera Div,Matchweek 2,Mon,Home,W,2,0,Arsenal,,,58,,Guido Herrera,4-2-3-1,Ariel Penel,Match Report,,15,3,,,0,0,2022,Talleres
8,2021-07-29,14:15,Primera Div,Matchweek 3,Thu,Away,L,1,2,CC Córdoba,,,74,,Juan Cruz Komar,4-2-3-1,Facundo Tello,Match Report,,8,1,,,0,0,2022,Talleres
9,2021-08-01,15:45,Primera Div,Matchweek 4,Sun,Home,D,0,0,Boca Juniors,,,45,,Guido Herrera,4-2-3-1,Fernando Rapallini,Match Report,,15,3,,,0,0,2022,Talleres
10,2021-08-07,13:30,Primera Div,Matchweek 5,Sat,Away,W,1,0,Banfield,,,47,,Guido Herrera,4-2-3-1,Yael Falcón,Match Report,,13,6,,,0,0,2022,Talleres
11,2021-08-16,18:00,Primera Div,Matchweek 6,Mon,Home,W,2,0,San Lorenzo,,,55,,Guido Herrera,4-2-3-1,Pablo Dóvalo,Match Report,,18,7,,,0,0,2022,Talleres
12,2021-08-22,13:30,Primera Div,Matchweek 7,Sun,Away,W,2,1,CA Unión,,,52,,Guido Herrera,4-3-3,Nazareno Arasa,Match Report,,7,2,,,0,0,2022,Talleres
13,2021-08-26,16:30,Primera Div,Matchweek 8,Thu,Away,W,2,1,Argentinos Jun,,,34,,Guido Herrera,4-2-3-1,Mauro Vigliano,Match Report,,7,3,,,0,0,2022,Talleres
14,2021-08-30,21:15,Primera Div,Matchweek 9,Mon,Home,W,2,0,Estudiantes,,,48,,Juan Cruz Komar,4-2-3-1,Fernando Echenique,Match Report,,7,2,,,0,0,2022,Talleres
15,2021-09-05,13:30,Primera Div,Matchweek 10,Sun,Away,D,0,0,Patronato,,,65,,Juan Cruz Komar,4-2-3-1,Diego Abal,Match Report,,12,3,,,0,0,2022,Talleres
16,2021-09-14,14:15,Primera Div,Matchweek 11,Tue,Home,W,2,1,Platense,,,68,,Guido Herrera,4-2-3-1,Andrés Merlos,Match Report,,12,5,,,0,0,2022,Talleres
17,2021-09-18,18:00,Primera Div,Matchweek 12,Sat,Away,W,2,1,Racing Club,,,47,,Guido Herrera,4-2-3-1,Patricio Loustau,Match Report,,9,5,,,0,0,2022,Talleres
18,2021-09-25,15:45,Primera Div,Matchweek 13,Sat,Home,W,4,1,Rosario Cent,,,52,,Juan Cruz Komar,4-2-3-1,Néstor Pitana,Match Report,,17,11,,,0,0,2022,Talleres
19,2021-10-04,18:00,Primera Div,Matchweek 14,Mon,Away,L,0,3,Defensa y Just,,,50,,Juan Cruz Komar,4-2-3-1,Andrés Merlos,Match Report,,13,3,,,0,0,2022,Talleres
20,2021-10-11,21:15,Primera Div,Matchweek 15,Mon,Home,W,2,0,Tucumán,,,68,,Guido Herrera,4-2-3-1,Diego Abal,Match Report,,10,5,,,0,0,2022,Talleres
21,2021-10-17,15:45,Primera Div,Matchweek 16,Sun,Away,L,0,1,Colón,,,62,,Juan Cruz Komar,4-2-3-1,Néstor Pitana,Match Report,,9,3,,,0,0,2022,Talleres
22,2021-10-21,21:15,Primera Div,Matchweek 17,Thu,Home,L,0,2,River Plate,,,69,,Guido Herrera,4-2-3-1,Darío Herrera,Match Report,,12,2,,,0,0,2022,Talleres
23,2021-10-25,16:45,Primera Div,Matchweek 18,Mon,Away,D,3,3,Lanús,,,45,,Guido Herrera,4-2-3-1,Hernán Mastrángelo,Match Report,,11,6,,,2,2,2022,Talleres
24,2021-10-30,18:00,Primera Div,Matchweek 19,Sat,Home,W,1,0,CA Huracán,,,46,,Juan Cruz Komar,4-2-3-1,Patricio Loustau,Match Report,,9,4,,,0,0,2022,Talleres
25,2021-11-06,15:45,Primera Div,Matchweek 20,Sat,Away,W,2,0,Godoy Cruz,,,45,,Juan Cruz Komar,4-2-3-1,Ariel Penel,Match Report,,11,3,,,0,0,2022,Talleres
26,2021-11-19,21:30,Primera Div,Matchweek 21,Fri,Home,D,1,1,Vélez Sarsf,,,42,,Juan Cruz Komar,4-2-3-1,Facundo Tello,Match Report,,11,3,,,1,1,2022,Talleres
27,2021-11-23,17:00,Primera Div,Matchweek 22,Tue,Away,L,2,5,Gimnasia ELP,,,69,,Juan Cruz Komar,4-2-3-1,Leandro Rey Hilfer,Match Report,,12,4,,,0,0,2022,Talleres
28,2021-11-27,17:00,Primera Div,Matchweek 23,Sat,Home,W,2,0,Aldosivi,,,50,,Juan Cruz Komar,4-2-3-1,Mauro Vigliano,Match Report,,11,4,,,0,0,2022,Talleres
29,2021-12-04,19:15,Primera Div,Matchweek 24,Sat,Away,W,2,1,Sarmiento,,,50,,Guido Herrera,4-2-3-1,Nazareno Arasa,Match Report,,11,4,,,0,0,2022,Talleres
30,2021-12-12,21:30,Primera Div,Matchweek 25,Sun,Home,L,1,2,Independiente,,,60,,Juan Cruz Komar,3-5-2,Leandro Rey Hilfer,Match Report,,22,8,,,0,0,2022,Talleres
7,2021-07-16,19:00,Primera Div,Matchweek 1,Fri,Away,D,1,1,CA Unión,,,45,,Javier Hernán García,4-4-2,Nicolás Lamolina,Match Report,,5,2,,,0,0,2022,Boca Juniors
9,2021-07-24,20:15,Primera Div,Matchweek 2,Sat,Away,D,0,0,Banfield,,,46,,Eros Mancuso,4-2-3-1,Pablo Echavarría,Match Report,,11,1,,,0,0,2022,Boca Juniors
10,2021-07-27,21:00,Primera Div,Matchweek 3,Tue,Home,L,0,2,San Lorenzo,,,59,,Eros Mancuso,4-1-3-2,Fernando Echenique,Match Report,,12,0,,,0,0,2022,Boca Juniors
11,2021-08-01,15:45,Primera Div,Matchweek 4,Sun,Away,D,0,0,Talleres,,,55,,Carlos Izquierdoz,4-1-4-1,Fernando Rapallini,Match Report,,9,0,,,0,0,2022,Boca Juniors
12,2021-08-08,18:00,Primera Div,Matchweek 5,Sun,Home,D,1,1,Argentinos Jun,,,61,,Carlos Izquierdoz,4-3-3,Nicolás Lamolina,Match Report,,6,3,,,0,0,2022,Boca Juniors
13,2021-08-15,18:00,Primera Div,Matchweek 6,Sun,Away,L,0,1,Estudiantes,,,64,,Carlos Izquierdoz,3-4-1-2,Facundo Tello,Match Report,,9,1,,,0,0,2022,Boca Juniors
14,2021-08-21,20:15,Primera Div,Matchweek 7,Sat,Home,W,1,0,Patronato,,,72,,Carlos Izquierdoz,4-3-3,Silvio Trucco,Match Report,,10,1,,,0,0,2022,Boca Juniors
15,2021-08-25,21:00,Primera Div,Matchweek 8,Wed,Away,W,3,1,Platense,,,65,,Carlos Izquierdoz,4-3-1-2,Leandro Rey Hilfer,Match Report,,15,5,,,0,0,2022,Boca Juniors
16,2021-08-29,20:15,Primera Div,Matchweek 9,Sun,Home,D,0,0,Racing Club,,,60,,Carlos Izquierdoz,4-3-1-2,Fernando Rapallini,Match Report,,11,4,,,0,0,2022,Boca Juniors
17,2021-09-04,20:15,Primera Div,Matchweek 10,Sat,Away,W,2,1,Rosario Cent,,,60,,Carlos Izquierdoz,4-1-2-1-2◆,Fernando Espinoza,Match Report,,18,6,,,0,0,2022,Boca Juniors
18,2021-09-14,21:00,Primera Div,Matchweek 11,Tue,Home,D,0,0,Defensa y Just,,,59,,Carlos Izquierdoz,4-3-1-2,Ariel Penel,Match Report,,14,3,,,0,0,2022,Boca Juniors
19,2021-09-18,20:15,Primera Div,Matchweek 12,Sat,Away,W,2,1,Tucumán,,,49,,Carlos Izquierdoz,4-3-1-2,Hernán Mastrángelo,Match Report,,14,6,,,0,0,2022,Boca Juniors
20,2021-09-26,20:15,Primera Div,Matchweek 13,Sun,Home,W,1,0,Colón,,,59,,Carlos Izquierdoz,4-3-3,Nicolás Lamolina,Match Report,,13,3,,,0,0,2022,Boca Juniors
21,2021-10-03,17:00,Primera Div,Matchweek 14,Sun,Away,L,1,2,River Plate,,,30,,Carlos Izquierdoz,4-3-3,Fernando Rapallini,Match Report,,7,1,,,0,0,2022,Boca Juniors
22,2021-10-09,20:15,Primera Div,Matchweek 15,Sat,Home,W,4,2,Lanús,,,64,,Carlos Izquierdoz,4-3-2-1,Pablo Echavarría,Match Report,,27,10,,,1,1,2022,Boca Juniors
23,2021-10-16,20:15,Primera Div,Matchweek 16,Sat,Away,W,3,0,CA Huracán,,,60,,Carlos Izquierdoz,4-3-2-1,Nicolás Lamolina,Match Report,,13,6,,,1,1,2022,Boca Juniors
24,2021-10-20,21:15,Primera Div,Matchweek 17,Wed,Home,W,2,1,Godoy Cruz,,,55,,Carlos Izquierdoz,4-3-2-1,Patricio Loustau,Match Report,,15,7,,,0,0,2022,Boca Juniors
25,2021-10-24,20:15,Primera Div,Matchweek 18,Sun,Away,L,0,2,Vélez Sarsf,,,52,,Carlos Izquierdoz,4-4-2,Diego Abal,Match Report,,3,0,,,0,0,2022,Boca Juniors
26,2021-10-30,20:15,Primera Div,Matchweek 19,Sat,Home,L,0,1,Gimnasia ELP,,,77,,Carlos Izquierdoz,4-1-2-1-2◆,Ariel Penel,Match Report,,23,7,,,0,0,2022,Boca Juniors
27,2021-11-08,21:15,Primera Div,Matchweek 20,Mon,Away,W,3,0,Aldosivi,,,61,,Carlos Izquierdoz,4-3-1-2,Andrés Merlos,Match Report,,28,11,,,0,0,2022,Boca Juniors
28,2021-11-20,19:15,Primera Div,Matchweek 21,Sat,Home,W,2,0,Sarmiento,,,54,,Carlos Izquierdoz,4-3-1-2,Leandro Rey Hilfer,Match Report,,16,11,,,0,0,2022,Boca Juniors
29,2021-11-24,21:30,Primera Div,Matchweek 22,Wed,Away,L,0,1,Independiente,,,66,,Carlos Izquierdoz,4-3-1-2,Pablo Echavarría,Match Report,,16,4,,,0,0,2022,Boca Juniors
30,2021-11-30,19:15,Primera Div,Matchweek 23,Tue,Home,D,0,0,Newell's OB,,,73,,Marcos Rojo,4-3-3,Patricio Loustau,Match Report,,19,3,,,0,0,2022,Boca Juniors
31,2021-12-04,17:00,Primera Div,Matchweek 24,Sat,Away,D,1,1,Arsenal,,,60,,Marcos Rojo,4-1-2-1-2◆,Néstor Pitana,Match Report,,12,2,,,0,0,2022,Boca Juniors
32,2021-12-11,22:00,Primera Div,Matchweek 25,Sat,Home,W,8,1,CC Córdoba,,,73,,Javier Hernán García,4-3-3,Mauro Vigliano,Match Report,,25,13,,,1,1,2022,Boca Juniors
7,2021-07-17,20:15,Primera Div,Matchweek 1,Sat,Home,D,0,0,Racing Club,,,51,,Lautaro Gianetti,4-2-3-1,Germán Delfino,Match Report,,9,2,,,0,0,2022,Velez Sarsf
9,2021-07-25,15:45,Primera Div,Matchweek 2,Sun,Away,L,0,1,Rosario Cent,,,46,,Lautaro Gianetti,4-2-3-1,Fernando Rapallini,Match Report,,8,5,,,0,0,2022,Velez Sarsf
10,2021-07-28,16:30,Primera Div,Matchweek 3,Wed,Home,D,0,0,Defensa y Just,,,72,,Lautaro Gianetti,4-2-3-1,Leandro Rey Hilfer,Match Report,,12,3,,,0,0,2022,Velez Sarsf
11,2021-08-02,21:15,Primera Div,Matchweek 4,Mon,Away,D,0,0,Tucumán,,,64,,Lautaro Gianetti,4-2-2-2,Andrés Merlos,Match Report,,9,4,,,0,0,2022,Velez Sarsf
12,2021-08-08,15:45,Primera Div,Matchweek 5,Sun,Home,L,0,1,Colón,,,55,,Lautaro Gianetti,4-4-2,Fernando Rapallini,Match Report,,5,0,,,0,0,2022,Velez Sarsf
