,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
29,2018-02-10,17:00,Ligue 1,Matchweek 25,Sat,Home,L,0,1,Paris S-G,0.1,1.8,23.0,31909.0,Issa Diop,4-5-1,Ruddy Buquet,Match Report,,2.0,1.0,18.5,0.0,0.0,2018,Toulouse
30,2018-02-17,20:00,Ligue 1,Matchweek 26,Sat,Away,D,0,0,Amiens,0.8,0.4,48.0,8730.0,Issa Diop,4-3-3,Franck Schneider,Match Report,,12.0,5.0,18.8,0.0,0.0,2018,Toulouse
31,2018-02-24,17:00,Ligue 1,Matchweek 27,Sat,Home,D,3,3,Monaco,1.5,2.2,46.0,13184.0,Issa Diop,4-3-3,Benoît Millot,Match Report,,8.0,5.0,19.9,1.0,1.0,2018,Toulouse
32,2018-03-03,20:00,Ligue 1,Matchweek 28,Sat,Away,D,1,1,Metz,2.0,1.2,54.0,11287.0,Issa Diop,4-3-3,Mikael Lesage,Match Report,,18.0,4.0,15.4,0.0,0.0,2018,Toulouse
33,2018-03-11,21:00,Ligue 1,Matchweek 29,Sun,Home,L,1,2,Marseille,1.2,3.1,37.0,26320.0,Issa Diop,4-3-3,François Letexier,Match Report,,10.0,4.0,16.3,0.0,0.0,2018,Toulouse
34,2018-03-17,20:00,Ligue 1,Matchweek 30,Sat,Home,D,2,2,Strasbourg,1.6,0.9,50.0,14273.0,Issa Diop,4-3-3,Sébastien Moreira,Match Report,,11.0,6.0,14.2,0.0,0.0,2018,Toulouse
35,2018-04-01,21:00,Ligue 1,Matchweek 31,Sun,Away,L,0,2,Lyon,0.4,2.5,40.0,48548.0,Issa Diop,4-1-4-1,Benoît Bastien,Match Report,,10.0,6.0,21.6,0.0,0.0,2018,Toulouse
36,2018-04-07,20:00,Ligue 1,Matchweek 32,Sat,Home,L,0,1,Dijon,0.9,0.8,52.0,17246.0,Issa Diop,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,19.0,5.0,19.1,0.0,0.0,2018,Toulouse
37,2018-04-21,20:00,Ligue 1,Matchweek 34,Sat,Home,W,2,0,Angers,2.6,0.7,41.0,14414.0,Issa Diop,4-2-3-1,Jérôme Brisard,Match Report,,13.0,7.0,16.6,1.0,1.0,2018,Toulouse
38,2018-04-25,18:45,Ligue 1,Matchweek 33,Wed,Away,D,0,0,Caen,0.6,0.3,36.0,18658.0,Issa Diop,4-1-4-1,Benoît Millot,Match Report,,5.0,2.0,19.8,0.0,0.0,2018,Toulouse
39,2018-04-29,15:00,Ligue 1,Matchweek 35,Sun,Away,L,1,2,Rennes,1.0,1.7,47.0,20138.0,Issa Diop,4-1-4-1,Stéphane Jochem,Match Report,,13.0,2.0,18.1,0.0,0.0,2018,Toulouse
40,2018-05-06,17:00,Ligue 1,Matchweek 36,Sun,Home,L,2,3,Lille,0.8,2.8,33.0,26251.0,Issa Diop,4-3-3,Clément Turpin,Match Report,,6.0,4.0,17.4,0.0,0.0,2018,Toulouse
41,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Away,L,2,4,Bordeaux,0.9,2.6,42.0,38630.0,Issa Diop,4-2-3-1,Ruddy Buquet,Match Report,,10.0,4.0,18.2,0.0,0.0,2018,Toulouse
42,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,W,2,1,Guingamp,2.1,0.7,54.0,24306.0,Issa Diop,4-3-3,Mikael Lesage,Match Report,,17.0,7.0,16.2,0.0,0.0,2018,Toulouse
0,2017-08-05,20:00,Ligue 1,Matchweek 1,Sat,Home,D,1,1,Rennes,1.9,2.2,37.0,9968.0,Benjamin Nivet,4-2-3-1,Karim Abed,Match Report,,12.0,4.0,19.1,0.0,0.0,2018,Troyes
1,2017-08-11,19:00,Ligue 1,Matchweek 2,Fri,Away,W,2,1,Nice,0.5,2.3,31.0,24260.0,Benjamin Nivet,4-2-3-1,Olivier Thual,Match Report,,10.0,4.0,17.0,0.0,0.0,2018,Troyes
2,2017-08-19,20:00,Ligue 1,Matchweek 3,Sat,Home,L,0,1,Nantes,0.8,0.9,64.0,11035.0,Benjamin Nivet,4-2-3-1,Sébastien Desiage,Match Report,,8.0,1.0,19.3,0.0,0.0,2018,Troyes
3,2017-08-26,20:00,Ligue 1,Matchweek 4,Sat,Away,L,1,2,Bordeaux,0.7,2.5,44.0,19002.0,Benjamin Nivet,4-1-4-1,Tony Chapron,Match Report,,5.0,2.0,16.4,0.0,0.0,2018,Troyes
4,2017-09-09,20:00,Ligue 1,Matchweek 5,Sat,Home,D,0,0,Toulouse,0.6,0.3,47.0,1060.0,Stéphane Darbion,4-1-4-1,Hakim Ben El Hadj Salem,Match Report,,11.0,3.0,23.5,0.0,0.0,2018,Troyes
5,2017-09-16,20:00,Ligue 1,Matchweek 6,Sat,Home,L,0,1,Montpellier,0.7,1.1,49.0,11970.0,Stéphane Darbion,4-1-4-1,Amaury Delerue,Match Report,,7.0,0.0,21.0,0.0,0.0,2018,Troyes
6,2017-09-23,20:00,Ligue 1,Matchweek 7,Sat,Away,W,1,0,Metz,0.6,1.1,38.0,15491.0,Karim Azamoum,4-3-3,Karim Abed,Match Report,,9.0,3.0,25.2,0.0,0.0,2018,Troyes
7,2017-10-01,15:00,Ligue 1,Matchweek 8,Sun,Home,W,2,1,Saint-Étienne,0.8,1.2,29.0,11823.0,Karim Azamoum,4-4-1-1,Nicolas Rainville,Match Report,,9.0,7.0,20.6,0.0,0.0,2018,Troyes
8,2017-10-14,20:00,Ligue 1,Matchweek 9,Sat,Away,D,2,2,Lille,1.5,1.3,29.0,29518.0,Stéphane Darbion,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,10.0,1.0,23.7,1.0,1.0,2018,Troyes
9,2017-10-22,17:00,Ligue 1,Matchweek 10,Sun,Home,L,0,5,Lyon,0.4,2.6,43.0,14722.0,Oswaldo Vizcarrondo,4-2-3-1,François Letexier,Match Report,,9.0,3.0,25.7,0.0,0.0,2018,Troyes
11,2017-10-28,20:00,Ligue 1,Matchweek 11,Sat,Away,L,0,1,Caen,1.1,0.6,50.0,16908.0,Karim Azamoum,4-1-4-1,Jérôme Miguelgorry,Match Report,,8.0,3.0,15.3,0.0,0.0,2018,Troyes
12,2017-11-04,20:00,Ligue 1,Matchweek 12,Sat,Home,W,3,0,Strasbourg,2.5,0.7,49.0,10260.0,Tristan Dingomé,4-2-3-1,Thomas Léonard,Match Report,,13.0,6.0,18.7,0.0,0.0,2018,Troyes
13,2017-11-18,20:00,Ligue 1,Matchweek 13,Sat,Away,L,1,3,Dijon,1.1,1.4,44.0,10227.0,Stéphane Darbion,4-2-3-1,Franck Schneider,Match Report,,11.0,3.0,18.1,0.0,0.0,2018,Troyes
14,2017-11-25,20:00,Ligue 1,Matchweek 14,Sat,Home,W,3,0,Angers,1.2,0.4,39.0,8906.0,Stéphane Darbion,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,9.0,3.0,22.0,0.0,0.0,2018,Troyes
15,2017-11-29,21:00,Ligue 1,Matchweek 15,Wed,Away,L,0,2,Paris S-G,0.4,1.6,37.0,40920.0,Stéphane Darbion,4-1-4-1,Jérôme Brisard,Match Report,,6.0,3.0,12.6,0.0,0.0,2018,Troyes
16,2017-12-02,20:00,Ligue 1,Matchweek 16,Sat,Home,L,0,1,Guingamp,1.0,0.7,42.0,9149.0,Benjamin Nivet,4-1-4-1,Sébastien Desiage,Match Report,,14.0,3.0,17.8,0.0,0.0,2018,Troyes
17,2017-12-09,20:00,Ligue 1,Matchweek 17,Sat,Away,L,2,3,Monaco,1.6,1.2,33.0,8935.0,Benjamin Nivet,4-4-1-1,Franck Schneider,Match Report,,5.0,3.0,11.0,0.0,0.0,2018,Troyes
18,2017-12-16,20:00,Ligue 1,Matchweek 18,Sat,Home,W,1,0,Amiens,2.5,0.7,45.0,14505.0,Karim Azamoum,4-2-3-1,François Letexier,Match Report,,19.0,7.0,16.2,0.0,0.0,2018,Troyes
19,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Away,L,1,3,Marseille,1.3,1.7,38.0,37949.0,Stéphane Darbion,4-4-1-1,Olivier Thual,Match Report,,8.0,3.0,13.1,0.0,0.0,2018,Troyes
21,2018-01-13,20:00,Ligue 1,Matchweek 20,Sat,Home,L,0,1,Bordeaux,1.4,0.8,60.0,10822.0,Benjamin Nivet,4-2-3-1,Jérôme Brisard,Match Report,,7.0,2.0,21.4,0.0,1.0,2018,Troyes
22,2018-01-17,19:00,Ligue 1,Matchweek 21,Wed,Away,L,1,3,Angers,0.4,1.5,53.0,8046.0,Karim Azamoum,4-1-4-1,Amaury Delerue,Match Report,,8.0,2.0,19.4,0.0,0.0,2018,Troyes
23,2018-01-20,20:00,Ligue 1,Matchweek 22,Sat,Home,W,1,0,Lille,0.8,0.6,38.0,9269.0,Stéphane Darbion,4-2-3-1,Stéphane Jochem,Match Report,,7.0,2.0,18.3,0.0,0.0,2018,Troyes
25,2018-01-27,20:00,Ligue 1,Matchweek 23,Sat,Away,L,0,1,Toulouse,0.0,1.9,42.0,19028.0,Stéphane Darbion,4-2-3-1,Benoît Bastien,Match Report,,1.0,0.0,17.1,0.0,0.0,2018,Troyes
27,2018-02-11,15:00,Ligue 1,Matchweek 25,Sun,Away,L,1,2,Strasbourg,1.6,0.9,49.0,22926.0,Benjamin Nivet,4-2-3-1,François Letexier,Match Report,,13.0,4.0,18.0,0.0,0.0,2018,Troyes
28,2018-02-17,20:00,Ligue 1,Matchweek 26,Sat,Home,W,1,0,Metz,2.0,1.4,51.0,11337.0,François Bellugou,4-2-3-1,Olivier Thual,Match Report,,19.0,9.0,15.2,0.0,0.0,2018,Troyes
29,2018-02-20,18:30,Ligue 1,Matchweek 24,Tue,Home,D,0,0,Dijon,0.5,0.4,51.0,10269.0,Karim Azamoum,4-2-3-1,Amaury Delerue,Match Report,,9.0,2.0,18.9,0.0,0.0,2018,Troyes
30,2018-02-24,20:00,Ligue 1,Matchweek 27,Sat,Away,L,0,2,Rennes,0.4,1.7,41.0,17536.0,Karim Azamoum,4-1-4-1,Thomas Léonard,Match Report,,8.0,0.0,22.3,0.0,0.0,2018,Troyes
31,2018-03-03,17:00,Ligue 1,Matchweek 28,Sat,Home,L,0,2,Paris S-G,0.4,2.0,28.0,20006.0,Karim Azamoum,4-1-4-1,Karim Abed,Match Report,,10.0,2.0,23.9,0.0,0.0,2018,Troyes
32,2018-03-10,20:00,Ligue 1,Matchweek 29,Sat,Away,L,0,1,Nantes,0.4,1.4,42.0,17776.0,Benjamin Nivet,4-4-1-1,Jérôme Brisard,Match Report,,8.0,0.0,21.0,0.0,0.0,2018,Troyes
33,2018-03-17,20:00,Ligue 1,Matchweek 30,Sat,Away,D,1,1,Amiens,1.7,1.1,47.0,9221.0,Benjamin Nivet,4-2-3-1,Stéphane Jochem,Match Report,,10.0,4.0,16.7,1.0,1.0,2018,Troyes
34,2018-04-01,17:00,Ligue 1,Matchweek 31,Sun,Home,L,0,2,Nice,0.5,2.2,37.0,11013.0,Benjamin Nivet,4-1-4-1,Johan Hamel,Match Report,,10.0,3.0,21.4,0.0,0.0,2018,Troyes
35,2018-04-07,20:00,Ligue 1,Matchweek 32,Sat,Away,L,0,4,Guingamp,0.4,2.6,50.0,14604.0,Stéphane Darbion,4-1-4-1,Franck Schneider,Match Report,,8.0,4.0,20.4,0.0,0.0,2018,Troyes
36,2018-04-15,17:00,Ligue 1,Matchweek 33,Sun,Home,L,2,3,Marseille,1.6,1.5,36.0,18011.0,Benjamin Nivet,4-2-3-1,Sébastien Moreira,Match Report,,12.0,6.0,14.7,0.0,0.0,2018,Troyes
37,2018-04-22,17:00,Ligue 1,Matchweek 34,Sun,Away,L,1,2,Saint-Étienne,0.8,2.1,34.0,31692.0,Benjamin Nivet,4-2-3-1,Stéphane Jochem,Match Report,,6.0,3.0,13.8,0.0,0.0,2018,Troyes
38,2018-04-28,20:00,Ligue 1,Matchweek 35,Sat,Home,W,3,1,Caen,1.1,0.6,45.0,14019.0,Benjamin Nivet,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,5.0,3.0,14.3,0.0,0.0,2018,Troyes
39,2018-05-06,16:30,Ligue 1,Matchweek 36,Sun,Away,L,0,3,Lyon,1.3,1.5,46.0,54274.0,Karim Azamoum,4-1-4-1,Nicolas Rainville,Match Report,,13.0,4.0,18.8,0.0,0.0,2018,Troyes
40,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Away,D,1,1,Montpellier,0.4,0.8,39.0,12125.0,Benjamin Nivet,4-2-3-1,François Letexier,Match Report,,9.0,2.0,19.5,0.0,0.0,2018,Troyes
41,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,L,0,3,Monaco,0.9,2.5,43.0,14585.0,Benjamin Nivet,4-2-3-1,Clément Turpin,Match Report,,12.0,4.0,16.2,0.0,0.0,2018,Troyes
0,2017-08-05,20:00,Ligue 1,Matchweek 1,Sat,Home,L,1,3,Guingamp,0.6,1.9,58.0,14595.0,Milan Biševac,4-2-3-1,Jérôme Miguelgorry,Match Report,,6.0,4.0,20.9,0.0,0.0,2018,Metz
1,2017-08-12,20:00,Ligue 1,Matchweek 2,Sat,Away,L,0,2,Bordeaux,0.3,2.0,49.0,22095.0,Milan Biševac,4-2-3-1,Mikael Lesage,Match Report,,6.0,1.0,20.0,0.0,0.0,2018,Metz
2,2017-08-18,20:45,Ligue 1,Matchweek 3,Fri,Home,L,0,1,Monaco,0.8,2.2,44.0,18136.0,Renaud Cohade,4-2-3-1,François Letexier,Match Report,,10.0,5.0,15.9,0.0,0.0,2018,Metz
3,2017-08-26,20:00,Ligue 1,Matchweek 4,Sat,Away,L,0,1,Caen,0.8,1.3,48.0,15697.0,Milan Biševac,4-2-3-1,Jérôme Brisard,Match Report,,9.0,2.0,22.0,0.0,0.0,2018,Metz
4,2017-09-08,20:45,Ligue 1,Matchweek 5,Fri,Home,L,1,5,Paris S-G,1.2,4.8,28.0,25015.0,Milan Biševac,4-2-3-1,Sébastien Desiage,Match Report,,8.0,1.0,15.2,0.0,0.0,2018,Metz
5,2017-09-17,17:00,Ligue 1,Matchweek 6,Sun,Away,W,1,0,Angers,1.9,2.2,47.0,9163.0,Milan Biševac,4-2-3-1,Stéphane Jochem,Match Report,,10.0,5.0,14.9,0.0,0.0,2018,Metz
6,2017-09-23,20:00,Ligue 1,Matchweek 7,Sat,Home,L,0,1,Troyes,1.1,0.6,62.0,15491.0,Milan Biševac,4-2-3-1,Karim Abed,Match Report,,15.0,7.0,21.7,0.0,0.0,2018,Metz
7,2017-09-30,20:00,Ligue 1,Matchweek 8,Sat,Away,L,0,1,Nantes,1.4,1.9,47.0,22104.0,Milan Biševac,4-2-3-1,Johan Hamel,Match Report,,8.0,1.0,20.6,0.0,1.0,2018,Metz
8,2017-10-14,20:00,Ligue 1,Matchweek 9,Sat,Away,L,1,3,Saint-Étienne,0.4,2.2,30.0,24613.0,Renaud Cohade,4-5-1,Olivier Thual,Match Report,,10.0,2.0,25.1,0.0,0.0,2018,Metz
9,2017-10-21,20:00,Ligue 1,Matchweek 10,Sat,Home,L,1,2,Dijon,1.0,0.5,50.0,14748.0,Renaud Cohade,4-4-2,Mikael Lesage,Match Report,,15.0,5.0,24.9,0.0,0.0,2018,Metz
11,2017-10-29,15:00,Ligue 1,Matchweek 11,Sun,Away,L,0,2,Lyon,0.6,1.1,47.0,53921.0,Renaud Cohade,5-3-2,Benoît Millot,Match Report,,7.0,3.0,19.0,0.0,0.0,2018,Metz
12,2017-11-05,17:00,Ligue 1,Matchweek 12,Sun,Home,L,0,3,Lille,2.2,1.5,40.0,12506.0,Milan Biševac,4-1-4-1,Jérôme Brisard,Match Report,,19.0,5.0,17.8,0.0,0.0,2018,Metz
13,2017-11-18,20:00,Ligue 1,Matchweek 13,Sat,Away,D,0,0,Toulouse,0.8,2.1,37.0,15656.0,Milan Biševac,4-3-3,Hakim Ben El Hadj Salem,Match Report,,12.0,5.0,21.4,0.0,0.0,2018,Metz
14,2017-11-25,20:00,Ligue 1,Matchweek 14,Sat,Home,L,0,2,Amiens,1.5,1.1,50.0,15079.0,Renaud Cohade,4-4-2,Antony Gautier,Match Report,,21.0,6.0,18.5,0.0,0.0,2018,Metz
15,2017-11-29,19:00,Ligue 1,Matchweek 15,Wed,Home,L,0,3,Marseille,0.4,2.2,34.0,18046.0,Renaud Cohade,4-5-1,Tony Chapron,Match Report,,9.0,4.0,22.7,0.0,0.0,2018,Metz
16,2017-12-02,20:00,Ligue 1,Matchweek 16,Sat,Away,L,1,3,Nice,0.5,1.9,38.0,16383.0,Renaud Cohade,4-5-1,Mikael Lesage,Match Report,,13.0,5.0,23.7,0.0,0.0,2018,Metz
17,2017-12-09,20:00,Ligue 1,Matchweek 17,Sat,Home,D,1,1,Rennes,1.3,0.7,50.0,11239.0,Renaud Cohade,4-3-3,Karim Abed,Match Report,,13.0,6.0,21.9,0.0,0.0,2018,Metz
19,2017-12-16,20:00,Ligue 1,Matchweek 18,Sat,Away,W,3,1,Montpellier,0.9,0.4,49.0,14055.0,Renaud Cohade,5-4-1,Benoît Millot,Match Report,,6.0,4.0,23.9,0.0,0.0,2018,Metz
20,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Home,W,3,0,Strasbourg,2.2,1.9,49.0,16874.0,Renaud Cohade,4-5-1,Clément Turpin,Match Report,,26.0,9.0,20.2,0.0,0.0,2018,Metz
22,2018-01-13,20:00,Ligue 1,Matchweek 20,Sat,Away,D,1,1,Dijon,0.8,1.1,52.0,10668.0,Milan Biševac,5-4-1,François Letexier,Match Report,,12.0,6.0,20.5,0.0,0.0,2018,Metz
23,2018-01-17,19:00,Ligue 1,Matchweek 21,Wed,Home,W,3,0,Saint-Étienne,2.8,0.7,40.0,12702.0,Renaud Cohade,4-1-4-1,Benoît Millot,Match Report,,18.0,10.0,18.3,1.0,1.0,2018,Metz
24,2018-01-21,17:00,Ligue 1,Matchweek 22,Sun,Away,L,1,3,Monaco,0.1,2.4,39.0,6333.0,Renaud Cohade,5-4-1,Mikael Lesage,Match Report,,3.0,2.0,17.2,0.0,0.0,2018,Metz
26,2018-01-27,20:00,Ligue 1,Matchweek 23,Sat,Home,W,2,1,Nice,0.8,2.0,57.0,13200.0,Renaud Cohade,4-2-3-1,Johan Hamel,Match Report,,15.0,5.0,19.3,0.0,0.0,2018,Metz
27,2018-02-02,20:45,Ligue 1,Matchweek 24,Fri,Away,L,3,6,Marseille,1.4,5.4,37.0,32745.0,Renaud Cohade,4-2-3-1,Olivier Thual,Match Report,,18.0,8.0,21.2,0.0,0.0,2018,Metz
29,2018-02-10,20:00,Ligue 1,Matchweek 25,Sat,Home,L,0,1,Montpellier,1.0,1.4,58.0,12304.0,Renaud Cohade,5-4-1,Sébastien Desiage,Match Report,,12.0,5.0,22.6,0.0,0.0,2018,Metz
30,2018-02-17,20:00,Ligue 1,Matchweek 26,Sat,Away,L,0,1,Troyes,1.4,2.0,49.0,11337.0,Renaud Cohade,4-4-2,Olivier Thual,Match Report,,10.0,4.0,16.9,0.0,0.0,2018,Metz
31,2018-02-24,20:00,Ligue 1,Matchweek 27,Sat,Away,D,2,2,Guingamp,1.0,2.1,41.0,14447.0,Renaud Cohade,4-2-3-1,Jérôme Brisard,Match Report,,4.0,1.0,20.9,1.0,1.0,2018,Metz
32,2018-03-03,20:00,Ligue 1,Matchweek 28,Sat,Home,D,1,1,Toulouse,1.2,2.0,46.0,11287.0,Renaud Cohade,4-2-3-1,Mikael Lesage,Match Report,,12.0,1.0,15.3,0.0,0.0,2018,Metz
33,2018-03-10,17:00,Ligue 1,Matchweek 29,Sat,Away,L,0,5,Paris S-G,0.4,4.0,42.0,47227.0,Renaud Cohade,4-2-3-1,Amaury Delerue,Match Report,,6.0,3.0,17.6,0.0,0.0,2018,Metz
34,2018-03-18,15:00,Ligue 1,Matchweek 30,Sun,Home,D,1,1,Nantes,1.0,1.1,46.0,13058.0,Renaud Cohade,4-2-3-1,Benoît Millot,Match Report,,8.0,4.0,19.5,0.0,0.0,2018,Metz
35,2018-04-01,17:00,Ligue 1,Matchweek 31,Sun,Away,D,2,2,Strasbourg,1.8,1.9,49.0,25627.0,Renaud Cohade,4-2-3-1,Ruddy Buquet,Match Report,,10.0,4.0,18.4,1.0,1.0,2018,Metz
36,2018-04-08,17:00,Ligue 1,Matchweek 32,Sun,Home,L,0,5,Lyon,0.5,2.3,44.0,15540.0,Renaud Cohade,3-4-3,Antony Gautier,Match Report,,10.0,5.0,22.8,0.0,0.0,2018,Metz
37,2018-04-14,20:00,Ligue 1,Matchweek 33,Sat,Away,W,2,1,Rennes,1.2,2.1,34.0,22855.0,Renaud Cohade,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,7.0,6.0,15.0,0.0,0.0,2018,Metz
38,2018-04-21,20:00,Ligue 1,Matchweek 34,Sat,Home,D,1,1,Caen,1.0,0.7,59.0,16518.0,Renaud Cohade,4-2-3-1,Karim Abed,Match Report,,15.0,3.0,17.9,0.0,0.0,2018,Metz
39,2018-04-28,20:00,Ligue 1,Matchweek 35,Sat,Away,L,1,3,Lille,0.8,2.1,50.0,38429.0,Renaud Cohade,4-2-3-1,François Letexier,Match Report,,14.0,4.0,20.6,0.0,0.0,2018,Metz
40,2018-05-06,17:00,Ligue 1,Matchweek 36,Sun,Home,L,1,2,Angers,1.4,1.9,37.0,13295.0,Renaud Cohade,4-2-3-1,Olivier Thual,Match Report,,8.0,4.0,16.6,0.0,0.0,2018,Metz
41,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Away,L,0,2,Amiens,1.3,1.5,52.0,10969.0,Renaud Cohade,5-4-1,Johan Hamel,Match Report,,14.0,1.0,19.4,0.0,0.0,2018,Metz
42,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,L,0,4,Bordeaux,0.4,1.9,41.0,12400.0,Renaud Cohade,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,7.0,0.0,22.6,0.0,0.0,2018,Metz
2,2016-08-12,20:30,Ligue 1,Matchweek 1,Fri,Home,D,2,2,Guingamp,,,71.0,8019.0,Nabil Dirar,4-4-2,Jérôme Miguelgorry,Match Report,,18.0,4.0,,1.0,1.0,2017,Monaco
4,2016-08-20,17:00,Ligue 1,Matchweek 2,Sat,Away,W,1,0,Nantes,,,46.0,25908.0,Danijel Subašić,4-3-3,Stéphane Lannoy,Match Report,,8.0,3.0,,0.0,0.0,2017,Monaco
6,2016-08-28,20:45,Ligue 1,Matchweek 3,Sun,Home,W,3,1,Paris S-G,,,34.0,15219.0,Danijel Subašić,4-4-1-1,Ruddy Buquet,Match Report,,9.0,2.0,,1.0,1.0,2017,Monaco
7,2016-09-10,20:00,Ligue 1,Matchweek 4,Sat,Away,W,4,1,Lille,,,48.0,29373.0,Valère Germain,4-4-1-1,Tony Chapron,Match Report,,9.0,6.0,,0.0,0.0,2017,Monaco
9,2016-09-17,17:00,Ligue 1,Matchweek 5,Sat,Home,W,3,0,Rennes,,,47.0,4000.0,Radamel Falcao,4-4-2,Franck Schneider,Match Report,,17.0,7.0,,0.0,0.0,2017,Monaco
10,2016-09-21,19:00,Ligue 1,Matchweek 6,Wed,Away,L,0,4,Nice,,,50.0,21867.0,Radamel Falcao,4-2-3-1,Benoît Bastien,Match Report,,17.0,7.0,,0.0,0.0,2017,Monaco
11,2016-09-24,20:00,Ligue 1,Matchweek 7,Sat,Home,W,2,1,Angers,,,58.0,6019.0,Valère Germain,4-4-2,Jérôme Miguelgorry,Match Report,,14.0,4.0,,0.0,0.0,2017,Monaco
13,2016-10-01,20:00,Ligue 1,Matchweek 8,Sat,Away,W,7,0,Metz,,,57.0,19163.0,Valère Germain,4-4-2,Olivier Thual,Match Report,,14.0,9.0,,1.0,1.0,2017,Monaco
14,2016-10-14,19:00,Ligue 1,Matchweek 9,Fri,Away,L,1,3,Toulouse,,,43.0,17602.0,Valère Germain,4-4-2,Lionel Jaffredo,Match Report,,4.0,1.0,,0.0,0.0,2017,Monaco
16,2016-10-21,20:45,Ligue 1,Matchweek 10,Fri,Home,W,6,2,Montpellier,,,60.0,7619.0,Radamel Falcao,4-2-3-1,Amaury Delerue,Match Report,,14.0,9.0,,1.0,1.0,2017,Monaco
17,2016-10-29,20:00,Ligue 1,Matchweek 11,Sat,Away,D,1,1,Saint-Étienne,,,57.0,35890.0,Valère Germain,4-2-3-1,Ruddy Buquet,Match Report,,13.0,6.0,,0.0,0.0,2017,Monaco
19,2016-11-05,17:00,Ligue 1,Matchweek 12,Sat,Home,W,6,0,Nancy,,,58.0,5539.0,Radamel Falcao,4-4-2,François Letexier,Match Report,,16.0,8.0,,2.0,2.0,2017,Monaco
20,2016-11-18,19:00,Ligue 1,Matchweek 13,Fri,Away,W,3,0,Lorient,,,51.0,9574.0,Valère Germain,4-4-2,Frédy Fautrel,Match Report,,11.0,6.0,,0.0,0.0,2017,Monaco
22,2016-11-26,17:10,Ligue 1,Matchweek 14,Sat,Home,W,4,0,Marseille,,,57.0,14089.0,Radamel Falcao,4-4-2,Clément Turpin,Match Report,,16.0,9.0,,0.0,0.0,2017,Monaco
23,2016-11-29,21:00,Ligue 1,Matchweek 15,Tue,Away,D,1,1,Dijon,,,46.0,10263.0,Valère Germain,4-4-2,Tony Chapron,Match Report,,9.0,4.0,,0.0,0.0,2017,Monaco
24,2016-12-03,20:00,Ligue 1,Matchweek 16,Sat,Home,W,5,0,Bastia,,,54.0,7019.0,Radamel Falcao,4-4-2,Benoît Millot,Match Report,,12.0,7.0,,0.0,0.0,2017,Monaco
26,2016-12-10,17:30,Ligue 1,Matchweek 17,Sat,Away,W,4,0,Bordeaux,,,53.0,38803.0,Radamel Falcao,4-4-2,Benoît Bastien,Match Report,,16.0,6.0,,1.0,1.0,2017,Monaco
28,2016-12-18,20:45,Ligue 1,Matchweek 18,Sun,Home,L,1,3,Lyon,,,56.0,13129.0,Radamel Falcao,4-4-2,Ruddy Buquet,Match Report,,13.0,4.0,,0.0,0.0,2017,Monaco
29,2016-12-21,20:50,Ligue 1,Matchweek 19,Wed,Home,W,2,1,Caen,,,58.0,4319.0,Radamel Falcao,4-4-2,Bartolomeu Varela,Match Report,,21.0,6.0,,1.0,1.0,2017,Monaco
32,2017-01-15,21:00,Ligue 1,Matchweek 20,Sun,Away,W,4,1,Marseille,,,42.0,43814.0,Radamel Falcao,4-4-2,Clément Turpin,Match Report,,14.0,9.0,,0.0,0.0,2017,Monaco
33,2017-01-22,15:00,Ligue 1,Matchweek 21,Sun,Home,W,4,0,Lorient,,,49.0,5549.0,Radamel Falcao,4-4-2,Amaury Delerue,Match Report,,16.0,7.0,,0.0,0.0,2017,Monaco
35,2017-01-29,21:00,Ligue 1,Matchweek 22,Sun,Away,D,1,1,Paris S-G,,,45.0,47238.0,Radamel Falcao,4-4-2,Franck Schneider,Match Report,,14.0,7.0,,0.0,0.0,2017,Monaco
37,2017-02-04,17:00,Ligue 1,Matchweek 23,Sat,Home,W,3,0,Nice,,,35.0,16049.0,Radamel Falcao,4-4-2,Benoît Bastien,Match Report,,14.0,7.0,,0.0,0.0,2017,Monaco
38,2017-02-07,19:00,Ligue 1,Matchweek 24,Tue,Away,W,2,1,Montpellier,,,48.0,12433.0,Valère Germain,4-4-2,Mikael Lesage,Match Report,,11.0,5.0,,0.0,0.0,2017,Monaco
39,2017-02-11,20:00,Ligue 1,Matchweek 25,Sat,Home,W,5,0,Metz,,,62.0,6069.0,Radamel Falcao,4-4-2,Olivier Thual,Match Report,,26.0,13.0,,0.0,0.0,2017,Monaco
