,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
14,2016-11-26,20:00,Ligue 1,Matchweek 14,Sat,Away,D,1,1,Caen,,,49.0,14902.0,Jimmy Briand,4-4-2,Amaury Delerue,Match Report,,11.0,4.0,,0.0,0.0,2017,Guingamp
15,2016-11-30,19:00,Ligue 1,Matchweek 15,Wed,Home,L,0,1,Nice,,,49.0,14680.0,Jimmy Briand,4-4-2,Benoît Millot,Match Report,,12.0,5.0,,0.0,0.0,2017,Guingamp
16,2016-12-03,20:00,Ligue 1,Matchweek 16,Sat,Home,W,2,0,Nantes,,,61.0,12643.0,Jimmy Briand,4-3-3,Johan Hamel,Match Report,,15.0,6.0,,0.0,0.0,2017,Guingamp
17,2016-12-11,17:00,Ligue 1,Matchweek 17,Sun,Away,L,0,1,Saint-Étienne,,,61.0,23862.0,Karl-Johan Johnsson,4-3-3,Stéphane Lannoy,Match Report,,18.0,8.0,,0.0,0.0,2017,Guingamp
19,2016-12-17,17:00,Ligue 1,Matchweek 18,Sat,Home,W,2,1,Paris S-G,,,27.0,18033.0,Jimmy Briand,4-2-3-1,Frédy Fautrel,Match Report,,11.0,2.0,,0.0,0.0,2017,Guingamp
20,2016-12-21,20:50,Ligue 1,Matchweek 19,Wed,Away,D,2,2,Metz,,,57.0,14091.0,Jimmy Briand,4-3-3,Sébastien Desiage,Match Report,,9.0,4.0,,0.0,0.0,2017,Guingamp
23,2017-01-14,20:00,Ligue 1,Matchweek 20,Sat,Away,L,1,3,Lorient,,,43.0,12463.0,Jimmy Briand,4-5-1,Sébastien Desiage,Match Report,,12.0,7.0,,0.0,0.0,2017,Guingamp
24,2017-01-21,20:00,Ligue 1,Matchweek 21,Sat,Home,D,1,1,Rennes,,,62.0,16028.0,Jimmy Briand,4-3-3,Tony Chapron,Match Report,,15.0,4.0,,0.0,0.0,2017,Guingamp
25,2017-01-29,15:00,Ligue 1,Matchweek 22,Sun,Away,L,1,3,Nice,,,46.0,20063.0,Jimmy Briand,4-2-3-1,Jérôme Miguelgorry,Match Report,,13.0,4.0,,0.0,0.0,2017,Guingamp
27,2017-02-04,20:00,Ligue 1,Matchweek 23,Sat,Home,L,0,1,Caen,,,58.0,14428.0,Jimmy Briand,4-3-3,Johan Hamel,Match Report,,13.0,4.0,,0.0,0.0,2017,Guingamp
28,2017-02-08,21:00,Ligue 1,Matchweek 24,Wed,Away,L,0,2,Marseille,,,43.0,28560.0,Marcus Coco,4-2-3-1,Benoît Millot,Match Report,,6.0,1.0,,0.0,0.0,2017,Guingamp
29,2017-02-11,17:00,Ligue 1,Matchweek 25,Sat,Home,W,2,1,Lyon,,,36.0,15242.0,Jimmy Briand,4-3-3,Franck Schneider,Match Report,,7.0,2.0,,0.0,0.0,2017,Guingamp
30,2017-02-19,15:00,Ligue 1,Matchweek 26,Sun,Away,L,0,3,Bordeaux,,,41.0,18724.0,Christophe Kerbrat,4-3-3,Johan Hamel,Match Report,,14.0,4.0,,0.0,0.0,2017,Guingamp
31,2017-02-25,17:00,Ligue 1,Matchweek 27,Sat,Home,L,1,2,Monaco,,,56.0,15912.0,Jimmy Briand,4-3-3,Amaury Delerue,Match Report,,5.0,2.0,,0.0,0.0,2017,Guingamp
33,2017-03-04,20:00,Ligue 1,Matchweek 28,Sat,Away,D,1,1,Montpellier,,,44.0,9182.0,Jimmy Briand,4-3-3,Jérôme Brisard,Match Report,,6.0,3.0,,0.0,0.0,2017,Guingamp
34,2017-03-11,20:00,Ligue 1,Matchweek 29,Sat,Home,W,5,0,Bastia,,,61.0,14419.0,Jimmy Briand,4-2-3-1,Antony Gautier,Match Report,,21.0,8.0,,0.0,0.0,2017,Guingamp
35,2017-03-18,20:00,Ligue 1,Matchweek 30,Sat,Away,L,0,3,Angers,,,50.0,13490.0,Jimmy Briand,4-2-3-1,Jérôme Brisard,Match Report,,10.0,2.0,,0.0,0.0,2017,Guingamp
36,2017-03-31,19:00,Ligue 1,Matchweek 31,Fri,Home,W,1,0,Nancy,,,73.0,14279.0,Jimmy Briand,4-4-2,Jérôme Miguelgorry,Match Report,,17.0,3.0,,0.0,0.0,2017,Guingamp
38,2017-04-09,21:00,Ligue 1,Matchweek 32,Sun,Away,L,0,4,Paris S-G,,,34.0,45944.0,Jimmy Briand,4-3-3,Ruddy Buquet,Match Report,,12.0,4.0,,0.0,0.0,2017,Guingamp
39,2017-04-15,20:00,Ligue 1,Matchweek 33,Sat,Home,W,2,1,Toulouse,,,46.0,15871.0,Jimmy Briand,4-4-2,Antony Gautier,Match Report,,20.0,8.0,,1.0,1.0,2017,Guingamp
40,2017-04-22,20:00,Ligue 1,Matchweek 34,Sat,Away,L,0,3,Lille,,,58.0,28848.0,Christophe Kerbrat,4-1-4-1,Clément Turpin,Match Report,,10.0,7.0,,0.0,0.0,2017,Guingamp
42,2017-04-29,20:00,Ligue 1,Matchweek 35,Sat,Home,L,0,2,Saint-Étienne,,,53.0,15058.0,Jimmy Briand,4-4-2,Olivier Thual,Match Report,,12.0,4.0,,0.0,0.0,2017,Guingamp
43,2017-05-06,20:00,Ligue 1,Matchweek 36,Sat,Home,W,4,0,Dijon,,,42.0,13055.0,Jimmy Briand,4-2-3-1,Tony Chapron,Match Report,,14.0,8.0,,1.0,1.0,2017,Guingamp
44,2017-05-14,21:00,Ligue 1,Matchweek 37,Sun,Away,L,1,4,Nantes,,,42.0,20417.0,Jérémy Sorbon,4-3-3,Karim Abed,Match Report,,8.0,2.0,,0.0,0.0,2017,Guingamp
45,2017-05-20,21:00,Ligue 1,Matchweek 38,Sat,Home,W,1,0,Metz,,,52.0,16200.0,Christophe Kerbrat,4-3-3,Ruddy Buquet,Match Report,,21.0,6.0,,0.0,0.0,2017,Guingamp
2,2016-08-13,20:00,Ligue 1,Matchweek 1,Sat,Away,L,2,3,Metz,,,58.0,17174.0,Renato Civelli,4-3-3,Mikael Lesage,Match Report,,17.0,4.0,,0.0,0.0,2017,Lille
3,2016-08-20,20:00,Ligue 1,Matchweek 2,Sat,Home,W,1,0,Dijon,,,57.0,25548.0,Renato Civelli,4-3-3,Olivier Thual,Match Report,,10.0,3.0,,0.0,0.0,2017,Lille
4,2016-08-27,20:00,Ligue 1,Matchweek 3,Sat,Away,D,1,1,Nice,,,48.0,16355.0,Franck Béria,4-2-3-1,François Letexier,Match Report,,8.0,3.0,,0.0,0.0,2017,Lille
5,2016-09-10,20:00,Ligue 1,Matchweek 4,Sat,Home,L,1,4,Monaco,,,52.0,29373.0,Marko Baša,4-2-3-1,Tony Chapron,Match Report,,6.0,3.0,,0.0,0.0,2017,Lille
6,2016-09-17,20:00,Ligue 1,Matchweek 5,Sat,Away,L,0,1,Lorient,,,62.0,8926.0,Rio Mavuba,4-3-3,Karim Abed,Match Report,,10.0,0.0,,0.0,0.0,2017,Lille
7,2016-09-20,19:00,Ligue 1,Matchweek 6,Tue,Home,L,1,2,Toulouse,,,68.0,23323.0,Rio Mavuba,4-3-3,Jérôme Miguelgorry,Match Report,,19.0,5.0,,0.0,0.0,2017,Lille
8,2016-09-25,15:00,Ligue 1,Matchweek 7,Sun,Away,L,1,3,Saint-Étienne,,,36.0,24700.0,Rio Mavuba,4-2-3-1,Benoît Millot,Match Report,,12.0,3.0,,0.0,0.0,2017,Lille
9,2016-10-01,20:00,Ligue 1,Matchweek 8,Sat,Home,W,1,0,Nancy,,,65.0,25719.0,Rio Mavuba,4-2-3-1,Sébastien Desiage,Match Report,,14.0,4.0,,1.0,1.0,2017,Lille
10,2016-10-15,20:00,Ligue 1,Matchweek 9,Sat,Away,L,0,1,Guingamp,,,51.0,12636.0,Rio Mavuba,4-3-3,Sébastien Moreira,Match Report,,14.0,3.0,,0.0,0.0,2017,Lille
11,2016-10-22,20:00,Ligue 1,Matchweek 10,Sat,Home,W,2,1,Bastia,,,53.0,25932.0,Rio Mavuba,4-3-3,Ruddy Buquet,Match Report,,17.0,8.0,,0.0,0.0,2017,Lille
12,2016-10-28,20:45,Ligue 1,Matchweek 11,Fri,Home,L,0,1,Paris S-G,,,34.0,37213.0,Rio Mavuba,4-5-1,Benoît Bastien,Match Report,,10.0,2.0,,0.0,0.0,2017,Lille
13,2016-11-05,20:00,Ligue 1,Matchweek 12,Sat,Away,L,0,1,Angers,,,63.0,9750.0,Rio Mavuba,4-3-3,Clément Turpin,Match Report,,6.0,1.0,,0.0,0.0,2017,Lille
14,2016-11-18,20:45,Ligue 1,Matchweek 13,Fri,Home,L,0,1,Lyon,,,37.0,28660.0,Rio Mavuba,4-3-3,Jérôme Miguelgorry,Match Report,,14.0,3.0,,0.0,0.0,2017,Lille
15,2016-11-26,20:00,Ligue 1,Matchweek 14,Sat,Away,D,0,0,Nantes,,,42.0,18125.0,Franck Béria,4-2-3-1,Olivier Thual,Match Report,,9.0,3.0,,0.0,0.0,2017,Lille
16,2016-11-29,19:00,Ligue 1,Matchweek 15,Tue,Home,W,4,2,Caen,,,57.0,23216.0,Marko Baša,4-2-3-1,Saïd Ennjimi,Match Report,,19.0,8.0,,0.0,0.0,2017,Lille
17,2016-12-03,20:00,Ligue 1,Matchweek 16,Sat,Away,W,1,0,Bordeaux,,,52.0,19250.0,Franck Béria,4-2-3-1,Ruddy Buquet,Match Report,,16.0,9.0,,0.0,0.0,2017,Lille
18,2016-12-10,20:00,Ligue 1,Matchweek 17,Sat,Home,W,2,1,Montpellier,,,45.0,27391.0,Marko Baša,4-2-3-1,Tony Chapron,Match Report,,12.0,4.0,,0.0,0.0,2017,Lille
20,2016-12-18,17:00,Ligue 1,Matchweek 18,Sun,Away,L,0,2,Marseille,,,43.0,34697.0,Franck Béria,4-2-3-1,Benoît Bastien,Match Report,,13.0,4.0,,0.0,0.0,2017,Lille
21,2016-12-21,20:50,Ligue 1,Matchweek 19,Wed,Home,D,1,1,Rennes,,,58.0,26181.0,Sébastien Corchia,4-2-3-1,Jérôme Miguelgorry,Match Report,,18.0,6.0,,0.0,1.0,2017,Lille
23,2017-01-13,20:45,Ligue 1,Matchweek 20,Fri,Home,D,1,1,Saint-Étienne,,,59.0,36879.0,Franck Béria,4-2-3-1,Mikael Lesage,Match Report,,21.0,8.0,,0.0,0.0,2017,Lille
24,2017-01-21,20:00,Ligue 1,Matchweek 21,Sat,Away,D,0,0,Dijon,,,47.0,7828.0,Franck Béria,3-4-1-2,Jérôme Miguelgorry,Match Report,,11.0,3.0,,0.0,0.0,2017,Lille
25,2017-01-28,17:00,Ligue 1,Matchweek 22,Sat,Away,W,2,1,Lyon,,,32.0,35479.0,Franck Béria,3-4-3,Johan Hamel,Match Report,,9.0,4.0,,1.0,1.0,2017,Lille
27,2017-02-04,20:00,Ligue 1,Matchweek 23,Sat,Home,L,0,1,Lorient,,,55.0,38153.0,Franck Béria,4-2-3-1,Jérôme Miguelgorry,Match Report,,15.0,3.0,,0.0,0.0,2017,Lille
28,2017-02-07,21:00,Ligue 1,Matchweek 24,Tue,Away,L,1,2,Paris S-G,,,23.0,42885.0,Franck Béria,3-4-3,François Letexier,Match Report,,4.0,3.0,,0.0,0.0,2017,Lille
29,2017-02-11,20:00,Ligue 1,Matchweek 25,Sat,Home,L,1,2,Angers,,,58.0,25731.0,Marko Baša,4-2-3-1,Bartolomeu Varela,Match Report,,16.0,3.0,,0.0,0.0,2017,Lille
30,2017-02-18,20:00,Ligue 1,Matchweek 26,Sat,Away,W,1,0,Caen,,,52.0,15897.0,Franck Béria,4-2-3-1,Karim Abed,Match Report,,7.0,3.0,,0.0,0.0,2017,Lille
31,2017-02-25,20:00,Ligue 1,Matchweek 27,Sat,Home,L,2,3,Bordeaux,,,54.0,28772.0,Franck Béria,4-2-3-1,Sébastien Desiage,Match Report,,7.0,2.0,,1.0,1.0,2017,Lille
33,2017-03-05,17:00,Ligue 1,Matchweek 28,Sun,Away,D,1,1,Toulouse,,,65.0,12621.0,Franck Béria,4-2-3-1,Johan Hamel,Match Report,,14.0,5.0,,0.0,0.0,2017,Lille
34,2017-03-11,20:00,Ligue 1,Matchweek 29,Sat,Away,W,2,1,Nancy,,,58.0,17500.0,Rio Mavuba,4-2-3-1,Amaury Delerue,Match Report,,10.0,6.0,,1.0,1.0,2017,Lille
35,2017-03-17,20:45,Ligue 1,Matchweek 30,Fri,Home,D,0,0,Marseille,,,46.0,40485.0,Franck Béria,4-2-3-1,Mikael Lesage,Match Report,,9.0,2.0,,0.0,0.0,2017,Lille
36,2017-04-01,19:00,Ligue 1,Matchweek 31,Sat,Away,W,1,0,Bastia,,,56.0,9908.0,Franck Béria,4-2-3-1,Benoît Millot,Match Report,,9.0,3.0,,0.0,0.0,2017,Lille
38,2017-04-07,20:45,Ligue 1,Matchweek 32,Fri,Home,L,1,2,Nice,,,41.0,32107.0,Rio Mavuba,4-2-3-1,Amaury Delerue,Match Report,,11.0,3.0,,0.0,0.0,2017,Lille
39,2017-04-15,20:00,Ligue 1,Matchweek 33,Sat,Away,L,0,2,Rennes,,,57.0,24056.0,Rio Mavuba,4-2-3-1,Karim Abed,Match Report,,22.0,5.0,,0.0,0.0,2017,Lille
40,2017-04-22,20:00,Ligue 1,Matchweek 34,Sat,Home,W,3,0,Guingamp,,,42.0,28848.0,Franck Béria,4-2-3-1,Clément Turpin,Match Report,,25.0,9.0,,1.0,1.0,2017,Lille
41,2017-04-29,20:00,Ligue 1,Matchweek 35,Sat,Away,W,3,0,Montpellier,,,39.0,10139.0,Marko Baša,4-2-3-1,Benoît Bastien,Match Report,,11.0,5.0,,1.0,1.0,2017,Lille
42,2017-05-06,20:00,Ligue 1,Matchweek 36,Sat,Home,L,0,2,Metz,,,70.0,28336.0,Marko Baša,4-2-3-1,Olivier Thual,Match Report,,12.0,0.0,,0.0,0.0,2017,Lille
43,2017-05-14,21:00,Ligue 1,Matchweek 37,Sun,Away,L,0,4,Monaco,,,58.0,13152.0,Rio Mavuba,4-2-3-1,Benoît Bastien,Match Report,,14.0,4.0,,0.0,0.0,2017,Lille
44,2017-05-20,21:00,Ligue 1,Matchweek 38,Sat,Home,W,3,0,Nantes,,,50.0,28390.0,Rio Mavuba,4-2-3-1,Sébastien Desiage,Match Report,,17.0,6.0,,1.0,1.0,2017,Lille
0,2016-08-13,20:00,Ligue 1,Matchweek 1,Sat,Away,L,0,1,Montpellier,,,47.0,10389.0,Cheikh N'Doye,4-3-3,Bartolomeu Varela,Match Report,,13.0,2.0,,0.0,0.0,2017,Angers
1,2016-08-20,20:00,Ligue 1,Matchweek 2,Sat,Home,L,0,1,Nice,,,43.0,10142.0,Cheikh N'Doye,4-3-3,Jérôme Miguelgorry,Match Report,,21.0,6.0,,0.0,0.0,2017,Angers
2,2016-08-27,20:00,Ligue 1,Matchweek 3,Sat,Away,L,0,2,Metz,,,58.0,14805.0,Cheikh N'Doye,4-3-3,Karim Abed,Match Report,,23.0,7.0,,0.0,0.0,2017,Angers
3,2016-09-10,20:00,Ligue 1,Matchweek 4,Sat,Home,W,3,1,Dijon,,,41.0,9553.0,Cheikh N'Doye,4-3-3,Mikael Lesage,Match Report,,13.0,7.0,,0.0,0.0,2017,Angers
4,2016-09-17,20:00,Ligue 1,Matchweek 5,Sat,Away,W,1,0,Bordeaux,,,36.0,18129.0,Cheikh N'Doye,4-3-3,Olivier Thual,Match Report,,5.0,5.0,,0.0,0.0,2017,Angers
5,2016-09-21,19:00,Ligue 1,Matchweek 6,Wed,Home,W,2,1,Caen,,,45.0,10504.0,Cheikh N'Doye,4-3-3,François Letexier,Match Report,,12.0,5.0,,0.0,0.0,2017,Angers
6,2016-09-24,20:00,Ligue 1,Matchweek 7,Sat,Away,L,1,2,Monaco,,,42.0,6019.0,Cheikh N'Doye,4-3-3,Jérôme Miguelgorry,Match Report,,11.0,4.0,,0.0,0.0,2017,Angers
7,2016-10-02,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Marseille,,,47.0,14637.0,Cheikh N'Doye,4-3-3,Johan Hamel,Match Report,,17.0,5.0,,0.0,0.0,2017,Angers
8,2016-10-15,20:00,Ligue 1,Matchweek 9,Sat,Away,W,2,1,Bastia,,,45.0,9303.0,Cheikh N'Doye,4-3-3,Franck Schneider,Match Report,,7.0,3.0,,0.0,0.0,2017,Angers
9,2016-10-22,20:00,Ligue 1,Matchweek 10,Sat,Home,D,0,0,Toulouse,,,48.0,11777.0,Cheikh N'Doye,4-3-3,Bartolomeu Varela,Match Report,,11.0,3.0,,0.0,0.0,2017,Angers
11,2016-10-29,20:00,Ligue 1,Matchweek 11,Sat,Away,L,0,1,Guingamp,,,47.0,15277.0,Cheikh N'Doye,4-3-3,Sébastien Desiage,Match Report,,15.0,3.0,,0.0,0.0,2017,Angers
12,2016-11-05,20:00,Ligue 1,Matchweek 12,Sat,Home,W,1,0,Lille,,,37.0,9750.0,Cheikh N'Doye,4-3-3,Clément Turpin,Match Report,,9.0,1.0,,0.0,0.0,2017,Angers
13,2016-11-19,20:00,Ligue 1,Matchweek 13,Sat,Away,D,1,1,Rennes,,,41.0,23142.0,Cheikh N'Doye,4-3-3,Benoît Bastien,Match Report,,7.0,4.0,,0.0,0.0,2017,Angers
14,2016-11-27,15:00,Ligue 1,Matchweek 14,Sun,Home,L,1,2,Saint-Étienne,,,46.0,13293.0,Ismaël Traoré,4-3-3,Johan Hamel,Match Report,,14.0,6.0,,0.0,1.0,2017,Angers
15,2016-11-30,21:00,Ligue 1,Matchweek 15,Wed,Away,L,0,2,Paris S-G,,,40.0,40597.0,Cheikh N'Doye,5-3-2,Franck Schneider,Match Report,,14.0,3.0,,0.0,0.0,2017,Angers
16,2016-12-03,20:00,Ligue 1,Matchweek 16,Sat,Home,D,2,2,Lorient,,,48.0,9142.0,Cheikh N'Doye,4-3-3,Olivier Thual,Match Report,,19.0,5.0,,1.0,1.0,2017,Angers
17,2016-12-10,20:00,Ligue 1,Matchweek 17,Sat,Away,L,0,2,Nancy,,,52.0,17205.0,Cheikh N'Doye,4-3-3,Sébastien Desiage,Match Report,,11.0,2.0,,0.0,0.0,2017,Angers
18,2016-12-16,20:45,Ligue 1,Matchweek 18,Fri,Home,L,0,2,Nantes,,,55.0,12859.0,Cheikh N'Doye,4-3-3,Amaury Delerue,Match Report,,15.0,4.0,,0.0,0.0,2017,Angers
19,2016-12-21,20:50,Ligue 1,Matchweek 19,Wed,Away,L,0,2,Lyon,,,38.0,32098.0,Cheikh N'Doye,5-3-2,Franck Schneider,Match Report,,13.0,3.0,,0.0,0.0,2017,Angers
21,2017-01-14,20:00,Ligue 1,Matchweek 20,Sat,Home,D,1,1,Bordeaux,,,46.0,10056.0,Ismaël Traoré,4-3-3,Johan Hamel,Match Report,,7.0,3.0,,0.0,0.0,2017,Angers
22,2017-01-22,17:00,Ligue 1,Matchweek 21,Sun,Away,L,1,2,Saint-Étienne,,,45.0,20456.0,Ismaël Traoré,4-3-3,Benoît Bastien,Match Report,,16.0,5.0,,0.0,0.0,2017,Angers
23,2017-01-28,20:00,Ligue 1,Matchweek 22,Sat,Home,W,2,1,Metz,,,64.0,10540.0,Ismaël Traoré,4-3-3,Karim Abed,Match Report,,19.0,10.0,,0.0,0.0,2017,Angers
25,2017-02-05,15:00,Ligue 1,Matchweek 23,Sun,Away,L,0,4,Toulouse,,,52.0,15303.0,Denis Petrić,4-3-3,Nicolas Rainville,Match Report,,12.0,3.0,,0.0,0.0,2017,Angers
26,2017-02-08,19:00,Ligue 1,Matchweek 24,Wed,Home,D,0,0,Rennes,,,47.0,10897.0,Cheikh N'Doye,4-3-3,Clément Turpin,Match Report,,12.0,3.0,,0.0,0.0,2017,Angers
27,2017-02-11,20:00,Ligue 1,Matchweek 25,Sat,Away,W,2,1,Lille,,,42.0,25731.0,Cheikh N'Doye,4-3-3,Bartolomeu Varela,Match Report,,14.0,5.0,,0.0,0.0,2017,Angers
28,2017-02-18,20:00,Ligue 1,Matchweek 26,Sat,Home,W,1,0,Nancy,,,47.0,10569.0,Cheikh N'Doye,4-3-3,Olivier Thual,Match Report,,14.0,5.0,,0.0,0.0,2017,Angers
29,2017-02-25,20:00,Ligue 1,Matchweek 27,Sat,Home,W,3,0,Bastia,,,51.0,12205.0,Cheikh N'Doye,4-3-3,Karim Abed,Match Report,,24.0,15.0,,0.0,0.0,2017,Angers
31,2017-03-04,20:00,Ligue 1,Matchweek 28,Sat,Away,W,3,2,Caen,,,40.0,16564.0,Cheikh N'Doye,5-3-2,Tony Chapron,Match Report,,9.0,4.0,,1.0,1.0,2017,Angers
32,2017-03-10,20:45,Ligue 1,Matchweek 29,Fri,Away,L,0,3,Marseille,,,46.0,33954.0,Cheikh N'Doye,4-3-3,Franck Schneider,Match Report,,14.0,7.0,,0.0,0.0,2017,Angers
33,2017-03-18,20:00,Ligue 1,Matchweek 30,Sat,Home,W,3,0,Guingamp,,,50.0,13490.0,Cheikh N'Doye,4-3-3,Jérôme Brisard,Match Report,,15.0,5.0,,0.0,0.0,2017,Angers
34,2017-04-02,17:00,Ligue 1,Matchweek 31,Sun,Away,L,1,2,Nantes,,,48.0,28192.0,Cheikh N'Doye,4-3-3,Olivier Thual,Match Report,,18.0,3.0,,0.0,0.0,2017,Angers
36,2017-04-08,17:00,Ligue 1,Matchweek 32,Sat,Home,L,0,1,Monaco,,,55.0,15235.0,Cheikh N'Doye,4-3-3,Bartolomeu Varela,Match Report,,16.0,4.0,,0.0,0.0,2017,Angers
37,2017-04-14,20:45,Ligue 1,Matchweek 33,Fri,Home,L,0,2,Paris S-G,,,42.0,15909.0,Cheikh N'Doye,4-3-3,Tony Chapron,Match Report,,17.0,4.0,,0.0,0.0,2017,Angers
38,2017-04-22,20:00,Ligue 1,Matchweek 34,Sat,Away,L,2,3,Dijon,,,59.0,10418.0,Ismaël Traoré,4-3-3,Sébastien Desiage,Match Report,,9.0,5.0,,1.0,1.0,2017,Angers
40,2017-04-28,20:45,Ligue 1,Matchweek 35,Fri,Home,L,1,2,Lyon,,,45.0,14699.0,Cheikh N'Doye,4-3-3,Antony Gautier,Match Report,,23.0,7.0,,0.0,0.0,2017,Angers
41,2017-05-06,20:00,Ligue 1,Matchweek 36,Sat,Away,D,1,1,Lorient,,,44.0,15563.0,Cheikh N'Doye,4-3-3,Clément Turpin,Match Report,,10.0,5.0,,0.0,0.0,2017,Angers
42,2017-05-14,21:00,Ligue 1,Matchweek 37,Sun,Away,W,2,0,Nice,,,33.0,32446.0,Cheikh N'Doye,4-3-3,Mikael Lesage,Match Report,,14.0,6.0,,0.0,0.0,2017,Angers
43,2017-05-20,21:00,Ligue 1,Matchweek 38,Sat,Home,W,2,0,Montpellier,,,39.0,11864.0,Cheikh N'Doye,4-3-3,Lionel Jaffredo,Match Report,,18.0,5.0,,0.0,0.0,2017,Angers
0,2016-08-14,20:45,Ligue 1,Matchweek 1,Sun,Away,D,0,0,Marseille,,,42.0,37364.0,Martin Braithwaite,5-4-1,Benoît Millot,Match Report,,6.0,2.0,,0.0,0.0,2017,Toulouse
1,2016-08-20,20:00,Ligue 1,Matchweek 2,Sat,Home,W,4,1,Bordeaux,,,45.0,19258.0,Martin Braithwaite,4-4-2,Tony Chapron,Match Report,,11.0,5.0,,0.0,0.0,2017,Toulouse
2,2016-08-28,17:00,Ligue 1,Matchweek 3,Sun,Away,D,0,0,Saint-Étienne,,,38.0,23786.0,Steeve Yago,4-2-3-1,Bartolomeu Varela,Match Report,,9.0,3.0,,0.0,0.0,2017,Toulouse
3,2016-09-10,20:00,Ligue 1,Matchweek 4,Sat,Away,L,1,2,Bastia,,,54.0,9966.0,Martin Braithwaite,4-4-2,Benoît Millot,Match Report,,8.0,3.0,,0.0,0.0,2017,Toulouse
4,2016-09-17,20:00,Ligue 1,Matchweek 5,Sat,Home,W,2,1,Guingamp,,,59.0,12109.0,Martin Braithwaite,4-4-2,Johan Hamel,Match Report,,13.0,5.0,,1.0,1.0,2017,Toulouse
5,2016-09-20,19:00,Ligue 1,Matchweek 6,Tue,Away,W,2,1,Lille,,,32.0,23323.0,Steeve Yago,4-4-1-1,Jérôme Miguelgorry,Match Report,,7.0,2.0,,0.0,0.0,2017,Toulouse
6,2016-09-23,20:45,Ligue 1,Matchweek 7,Fri,Home,W,2,0,Paris S-G,,,29.0,28682.0,Steeve Yago,4-4-1-1,Franck Schneider,Match Report,,11.0,3.0,,1.0,1.0,2017,Toulouse
7,2016-10-01,20:00,Ligue 1,Matchweek 8,Sat,Away,L,0,1,Caen,,,60.0,16354.0,Martin Braithwaite,4-2-3-1,Benoît Bastien,Match Report,,9.0,1.0,,0.0,0.0,2017,Toulouse
8,2016-10-14,19:00,Ligue 1,Matchweek 9,Fri,Home,W,3,1,Monaco,,,57.0,17602.0,Martin Braithwaite,4-2-3-1,Lionel Jaffredo,Match Report,,17.0,6.0,,0.0,0.0,2017,Toulouse
9,2016-10-22,20:00,Ligue 1,Matchweek 10,Sat,Away,D,0,0,Angers,,,52.0,11777.0,Martin Braithwaite,4-2-3-1,Bartolomeu Varela,Match Report,,6.0,2.0,,0.0,0.0,2017,Toulouse
11,2016-10-29,17:00,Ligue 1,Matchweek 11,Sat,Home,L,1,2,Lyon,,,59.0,24141.0,Martin Braithwaite,4-2-3-1,Benoît Millot,Match Report,,12.0,1.0,,0.0,0.0,2017,Toulouse
12,2016-11-05,20:00,Ligue 1,Matchweek 12,Sat,Away,D,1,1,Nantes,,,37.0,21138.0,Martin Braithwaite,4-2-3-1,Mikael Lesage,Match Report,,4.0,4.0,,1.0,1.0,2017,Toulouse
13,2016-11-19,20:00,Ligue 1,Matchweek 13,Sat,Home,L,1,2,Metz,,,57.0,17746.0,Martin Braithwaite,4-2-3-1,Sébastien Desiage,Match Report,,15.0,4.0,,0.0,0.0,2017,Toulouse
14,2016-11-25,20:45,Ligue 1,Matchweek 14,Fri,Away,L,0,1,Rennes,,,54.0,17016.0,Martin Braithwaite,4-2-3-1,Frédy Fautrel,Match Report,,12.0,3.0,,0.0,0.0,2017,Toulouse
15,2016-11-30,19:00,Ligue 1,Matchweek 15,Wed,Home,W,1,0,Montpellier,,,45.0,13753.0,Martin Braithwaite,4-2-3-1,Amaury Delerue,Match Report,,5.0,3.0,,0.0,0.0,2017,Toulouse
16,2016-12-04,20:45,Ligue 1,Matchweek 16,Sun,Away,L,0,3,Nice,,,33.0,16835.0,Martin Braithwaite,4-2-3-1,Mikael Lesage,Match Report,,12.0,0.0,,0.0,0.0,2017,Toulouse
17,2016-12-10,20:00,Ligue 1,Matchweek 17,Sat,Home,W,3,2,Lorient,,,38.0,14288.0,Martin Braithwaite,4-4-1-1,Karim Abed,Match Report,,10.0,5.0,,0.0,0.0,2017,Toulouse
19,2016-12-17,20:00,Ligue 1,Matchweek 18,Sat,Home,D,1,1,Nancy,,,54.0,15061.0,Martin Braithwaite,4-4-2,Bartolomeu Varela,Match Report,,5.0,2.0,,0.0,0.0,2017,Toulouse
20,2016-12-21,20:50,Ligue 1,Matchweek 19,Wed,Away,L,0,2,Dijon,,,53.0,8634.0,Martin Braithwaite,4-2-3-1,François Letexier,Match Report,,6.0,3.0,,0.0,0.0,2017,Toulouse
22,2017-01-14,20:00,Ligue 1,Matchweek 20,Sat,Home,L,0,1,Nantes,,,61.0,11023.0,Martin Braithwaite,4-2-3-1,Ruddy Buquet,Match Report,,15.0,4.0,,0.0,0.0,2017,Toulouse
23,2017-01-21,20:00,Ligue 1,Matchweek 21,Sat,Away,L,0,1,Bordeaux,,,56.0,17323.0,Martin Braithwaite,4-2-3-1,François Letexier,Match Report,,8.0,6.0,,0.0,0.0,2017,Toulouse
