,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
6,2019-05-19,16:00,Série A,Matchweek 5,Sun,Home,L,1,3,Fortaleza,1.4,2.5,52.0,6765.0,Gum,4-1-4-1,Thiago Duarte Peixoto,Match Report,,19,4,19.7,0,0,2019,Chapecoense
7,2019-05-26,19:00,Série A,Matchweek 6,Sun,Away,W,2,1,Cruzeiro,1.4,1.6,36.0,18039.0,Douglas,4-4-1-1,Dewson Fernando Freitas da Silva,Match Report,,10,5,23.3,0,0,2019,Chapecoense
8,2019-06-02,19:00,Série A,Matchweek 7,Sun,Home,L,1,2,Palmeiras,1.5,1.1,54.0,10615.0,Douglas,4-2-3-1,Rodolpho Toski Marques,Match Report,,17,3,23.4,1,1,2019,Chapecoense
9,2019-06-10,20:00,Série A,Matchweek 8,Mon,Away,L,1,3,Goiás,1.4,2.7,49.0,7756.0,Gum,4-2-3-1,Igor Junior Benevenuto,Match Report,,12,2,15.2,0,0,2019,Chapecoense
10,2019-06-13,20:00,Série A,Matchweek 9,Thu,Home,D,1,1,Fluminense,1.4,1.2,36.0,6257.0,Douglas,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,15,4,17.7,0,0,2019,Chapecoense
11,2019-07-14,19:00,Série A,Matchweek 10,Sun,Home,L,1,2,Atlético Mineiro,2.2,3.3,39.0,2600.0,Douglas,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,15,3,15.3,0,0,2019,Chapecoense
12,2019-07-22,20:00,Série A,Matchweek 11,Mon,Away,L,0,4,São Paulo,0.6,2.9,51.0,35558.0,Douglas,4-2-3-1,Savio Pereira,Match Report,,8,2,20.1,0,0,2019,Chapecoense
13,2019-07-28,11:00,Série A,Matchweek 12,Sun,Home,D,0,0,Bahia,0.6,1.0,48.0,12787.0,Eduardo,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,16,4,25.4,0,0,2019,Chapecoense
14,2019-08-05,20:00,Série A,Matchweek 13,Mon,Away,D,3,3,Grêmio,0.9,1.6,32.0,13418.0,Everaldo Stum,4-4-1-1,Felipe Fernandes de Lima,Match Report,,9,4,18.5,0,0,2019,Chapecoense
15,2019-08-10,17:00,Série A,Matchweek 14,Sat,Away,L,1,4,Ceará,1.1,1.2,60.0,21428.0,Augusto César Moreira,4-4-1-1,Rodrigo Carvalhaes de Miranda,Match Report,,14,3,21.1,0,0,2019,Chapecoense
16,2019-08-18,19:00,Série A,Matchweek 15,Sun,Home,W,1,0,Avaí,1.3,0.2,43.0,7027.0,Gustavo Campanharo,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,11,0,22.0,1,1,2019,Chapecoense
17,2019-08-26,20:00,Série A,Matchweek 16,Mon,Away,D,0,0,Botafogo (RJ),0.8,1.0,39.0,8241.0,Fernando Camilo Farias,4-2-3-1,Edina Alves Batista,Match Report,,15,5,22.9,0,0,2019,Chapecoense
18,2019-08-31,19:00,Série A,Matchweek 17,Sat,Home,L,0,1,Santos,0.6,1.9,51.0,9052.0,Gum,5-4-1,Bruno Arleu de Araujo,Match Report,,8,5,21.5,0,0,2019,Chapecoense
19,2019-09-08,19:00,Série A,Matchweek 18,Sun,Away,L,0,2,CSA,1.3,1.5,51.0,9311.0,Maurício Ramos,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,14,2,20.3,0,1,2019,Chapecoense
20,2019-09-14,19:00,Série A,Matchweek 19,Sat,Home,L,1,2,Vasco da Gama,0.8,2.1,56.0,8808.0,Bruno Pacheco,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,19,7,21.7,0,0,2019,Chapecoense
21,2019-09-22,11:00,Série A,Matchweek 20,Sun,Away,L,0,1,Internacional,0.3,1.7,36.0,21349.0,Gum,4-1-4-1,Diego Pombo Lopez,Match Report,,8,2,25.4,0,0,2019,Chapecoense
22,2019-09-29,19:00,Série A,Matchweek 22,Sun,Away,D,1,1,Ath Paranaense,0.4,3.0,31.0,13669.0,Eduardo,4-3-3,Thiago Duarte Peixoto,Match Report,,7,2,15.7,0,0,2019,Chapecoense
23,2019-10-02,19:15,Série A,Matchweek 21,Wed,Home,L,0,1,Corinthians,1.1,0.5,54.0,5036.0,Eduardo,4-1-4-1,Daniel Nobre Bins,Match Report,,14,4,24.4,0,0,2019,Chapecoense
24,2019-10-06,11:00,Série A,Matchweek 23,Sun,Home,L,0,1,Flamengo,0.2,2.1,36.0,12152.0,Douglas,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,5,1,27.2,0,0,2019,Chapecoense
25,2019-10-09,20:30,Série A,Matchweek 24,Wed,Away,L,0,2,Fortaleza,1.3,2.1,47.0,25425.0,Douglas,4-2-4-0,Rodrigo Carvalhaes de Miranda,Match Report,,16,5,18.1,0,0,2019,Chapecoense
26,2019-10-13,19:00,Série A,Matchweek 25,Sun,Home,D,1,1,Cruzeiro,1.8,1.5,60.0,4399.0,Douglas,4-2-3-1,Caio Max Augusto Vieira,Match Report,,22,8,20.9,0,0,2019,Chapecoense
27,2019-10-16,21:00,Série A,Matchweek 26,Wed,Away,L,0,1,Palmeiras,0.9,3.7,29.0,22738.0,Douglas,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,7,2,15.5,0,0,2019,Chapecoense
28,2019-10-20,19:00,Série A,Matchweek 27,Sun,Home,D,2,2,Goiás,2.0,2.1,50.0,4042.0,Douglas,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,11,3,18.6,1,1,2019,Chapecoense
29,2019-10-26,19:30,Série A,Matchweek 28,Sat,Away,D,1,1,Fluminense,0.6,2.8,32.0,18751.0,Elicarlos,4-2-3-1,Savio Pereira,Match Report,,13,5,20.2,0,0,2019,Chapecoense
30,2019-10-30,20:30,Série A,Matchweek 29,Wed,Away,W,2,0,Atlético Mineiro,0.9,2.1,30.0,19058.0,Douglas,4-1-4-1,Diego Pombo Lopez,Match Report,,10,3,20.3,0,0,2019,Chapecoense
31,2019-11-02,21:00,Série A,Matchweek 30,Sat,Home,L,0,3,São Paulo,1.5,1.1,39.0,14206.0,Douglas,4-1-4-1,Anderson Daronco,Match Report,,27,8,22.8,0,0,2019,Chapecoense
32,2019-11-06,21:30,Série A,Matchweek 31,Wed,Away,D,1,1,Bahia,0.8,2.0,34.0,16836.0,Douglas,3-4-3,Vinicius Furlan,Match Report,,7,2,15.8,0,0,2019,Chapecoense
33,2019-11-10,20:00,Série A,Matchweek 32,Sun,Home,L,0,1,Grêmio,0.7,1.0,49.0,13335.0,Douglas,5-4-1,Marcelo de Lima Henrique,Match Report,,17,2,23.9,0,0,2019,Chapecoense
34,2019-11-17,18:00,Série A,Matchweek 33,Sun,Home,W,1,0,Ceará,1.6,1.7,40.0,3431.0,Douglas,4-2-3-1,Rodolpho Toski Marques,Match Report,,12,5,17.4,0,0,2019,Chapecoense
35,2019-11-24,19:00,Série A,Matchweek 34,Sun,Away,W,1,0,Avaí,1.0,0.7,44.0,2316.0,Douglas,4-2-3-1,Raphael Claus,Match Report,,15,2,19.1,0,0,2019,Chapecoense
36,2019-11-27,19:30,Série A,Matchweek 35,Wed,Home,L,0,1,Botafogo (RJ),2.5,0.9,59.0,3582.0,Douglas,4-1-4-1,Anderson Daronco,Match Report,,25,3,21.1,0,0,2019,Chapecoense
37,2019-12-01,19:00,Série A,Matchweek 36,Sun,Away,L,0,2,Santos,0.2,1.6,33.0,6961.0,Douglas,4-1-4-1,Marielson Alves Silva,Match Report,,4,0,24.9,0,0,2019,Chapecoense
38,2019-12-04,21:00,Série A,Matchweek 37,Wed,Home,W,3,0,CSA,1.7,0.8,55.0,2411.0,Márcio Araújo,4-5-1,Alexandre Vargas Tavares de Jesus,Match Report,,19,6,21.5,0,0,2019,Chapecoense
39,2019-12-08,16:00,Série A,Matchweek 38,Sun,Away,D,1,1,Vasco da Gama,0.6,3.9,49.0,61021.0,Douglas,4-1-4-1,Pablo Ramón Goncalves Pinheiro,Match Report,,9,2,25.7,0,0,2019,Chapecoense
0,2019-04-27,19:00,Série A,Matchweek 1,Sat,Away,L,1,2,Atlético Mineiro,0.6,2.4,40.0,10531.0,Betão,4-1-4-1,Rodolpho Toski Marques,Match Report,,6,1,24.6,0,0,2019,Avai
1,2019-05-01,19:15,Série A,Matchweek 2,Wed,Home,D,1,1,Grêmio,1.0,0.4,44.0,12181.0,Betão,5-3-2,Wagner do Nascimento Magalhaes,Match Report,,13,3,19.5,0,0,2019,Avai
2,2019-05-05,19:00,Série A,Matchweek 3,Sun,Away,L,0,1,Bahia,0.3,2.2,49.0,18673.0,Betão,5-3-2,Bruno Arleu de Araujo,Match Report,,9,1,21.1,0,0,2019,Avai
3,2019-05-12,19:00,Série A,Matchweek 4,Sun,Home,D,0,0,CSA,0.8,0.6,60.0,4852.0,Betão,4-3-3,Dewson Fernando Freitas da Silva,Match Report,,21,4,24.2,0,0,2019,Avai
4,2019-05-19,19:00,Série A,Matchweek 5,Sun,Away,D,1,1,Vasco da Gama,0.6,1.0,50.0,13924.0,Betão,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,18,6,27.3,0,0,2019,Avai
5,2019-05-27,20:00,Série A,Matchweek 6,Mon,Home,L,1,2,Ceará,2.9,1.1,51.0,5543.0,Marquinhos,4-3-3,Rodrigo Carvalhaes de Miranda,Match Report,,13,3,14.2,0,0,2019,Avai
6,2019-06-02,19:00,Série A,Matchweek 7,Sun,Away,L,0,2,Internacional,0.6,1.5,37.0,19789.0,Betão,4-3-3,Rodrigo Nunes de Sá,Match Report,,14,1,24.8,0,0,2019,Avai
7,2019-06-08,21:00,Série A,Matchweek 8,Sat,Home,D,0,0,São Paulo,0.5,0.6,38.0,8084.0,Betão,4-2-3-1,Caio Max Augusto Vieira,Match Report,,11,1,20.6,0,0,2019,Avai
8,2019-06-13,20:00,Série A,Matchweek 9,Thu,Away,L,0,2,Palmeiras,0.3,1.1,48.0,31946.0,Betão,4-1-4-1,Marcelo de Lima Henrique,Match Report,,8,2,29.1,0,0,2019,Avai
9,2019-07-13,17:00,Série A,Matchweek 10,Sat,Away,L,0,2,Fortaleza,0.9,1.5,59.0,24864.0,Betão,4-2-3-1,Thiago Duarte Peixoto,Match Report,,15,5,24.3,0,0,2019,Avai
10,2019-07-21,19:00,Série A,Matchweek 11,Sun,Home,D,0,0,Goiás,1.1,0.6,61.0,5497.0,Betão,4-2-3-1,Rodolpho Toski Marques,Match Report,,15,3,20.3,0,0,2019,Avai
11,2019-07-28,16:00,Série A,Matchweek 12,Sun,Away,L,1,3,Santos,0.8,2.1,40.0,12787.0,Betão,4-1-4-1,Wagner Reway,Match Report,,11,4,21.6,0,0,2019,Avai
12,2019-08-04,16:00,Série A,Matchweek 13,Sun,Home,L,0,2,Botafogo (RJ),1.3,1.9,60.0,7140.0,Betão,4-2-3-1,Vinicius Furlan,Match Report,,30,3,20.9,0,0,2019,Avai
13,2019-08-11,16:00,Série A,Matchweek 14,Sun,Home,D,2,2,Cruzeiro,2.0,1.6,50.0,4921.0,Betão,4-3-3,Paulo Roberto Alves Júnior,Match Report,,12,2,21.1,1,1,2019,Avai
14,2019-08-18,19:00,Série A,Matchweek 15,Sun,Away,L,0,1,Chapecoense,0.2,1.3,57.0,7027.0,Betão,4-3-3,Luiz Flávio de Oliveira,Match Report,,5,0,23.2,0,0,2019,Avai
15,2019-08-25,19:00,Série A,Matchweek 16,Sun,Home,D,1,1,Corinthians,0.5,1.2,48.0,9753.0,Betão,4-3-3,Ricardo Marques Ribeiro,Match Report,,12,2,24.4,0,0,2019,Avai
16,2019-09-02,20:00,Série A,Matchweek 17,Mon,Away,W,1,0,Fluminense,1.1,2.5,41.0,16811.0,Pedro Castro,4-1-4-1,Raphael Claus,Match Report,,6,1,22.5,1,1,2019,Avai
17,2019-09-07,17:00,Série A,Matchweek 18,Sat,Home,L,0,3,Flamengo,1.0,0.9,41.0,47575.0,Pedro Castro,4-5-1,Edina Alves Batista,Match Report,,8,2,13.7,0,0,2019,Avai
18,2019-09-15,11:00,Série A,Matchweek 19,Sun,Away,W,1,0,Ath Paranaense,0.4,2.2,35.0,13784.0,Betão,4-1-4-1,Felipe Fernandes de Lima,Match Report,,11,1,23.6,0,0,2019,Avai
19,2019-09-23,20:00,Série A,Matchweek 20,Mon,Home,W,1,0,Atlético Mineiro,2.5,0.7,37.0,7463.0,Betão,4-1-4-1,Caio Max Augusto Vieira,Match Report,,10,5,18.0,0,1,2019,Avai
20,2019-09-26,20:00,Série A,Matchweek 21,Thu,Away,L,1,6,Grêmio,0.5,1.7,48.0,14861.0,Betão,4-1-4-1,Rodolpho Toski Marques,Match Report,,11,4,24.4,0,0,2019,Avai
21,2019-09-30,20:00,Série A,Matchweek 22,Mon,Home,L,0,2,Bahia,0.6,0.2,56.0,7052.0,Betão,4-5-1,Jean Pierre Goncalves Lima,Match Report,,14,4,23.7,0,0,2019,Avai
22,2019-10-06,19:00,Série A,Matchweek 23,Sun,Away,L,1,3,CSA,1.8,2.3,69.0,8346.0,Betão,4-1-4-1,Anderson Daronco,Match Report,,17,1,20.6,0,0,2019,Avai
23,2019-10-10,19:15,Série A,Matchweek 24,Thu,Home,D,0,0,Vasco da Gama,0.9,1.5,55.0,7401.0,Betão,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,16,2,18.5,0,0,2019,Avai
24,2019-10-13,16:00,Série A,Matchweek 25,Sun,Away,L,0,1,Ceará,0.8,2.0,44.0,16892.0,Betão,4-1-4-1,Marcelo de Lima Henrique,Match Report,,13,4,21.6,0,0,2019,Avai
25,2019-10-17,19:15,Série A,Matchweek 26,Thu,Home,L,0,2,Internacional,0.8,2.4,31.0,6377.0,Betão,4-3-3,Thiago Duarte Peixoto,Match Report,,17,6,19.6,0,0,2019,Avai
26,2019-10-20,17:00,Série A,Matchweek 27,Sun,Away,L,0,1,São Paulo,0.6,1.5,23.0,20763.0,Betão,4-3-3,Dewson Fernando Freitas da Silva,Match Report,,6,1,25.9,0,0,2019,Avai
27,2019-10-27,19:00,Série A,Matchweek 28,Sun,Home,L,1,2,Palmeiras,1.5,1.7,38.0,8815.0,Betão,5-4-1,Wilton Sampaio,Match Report,,10,5,22.8,1,1,2019,Avai
28,2019-10-30,20:30,Série A,Matchweek 29,Wed,Home,L,1,3,Fortaleza,1.0,2.1,51.0,2949.0,Vladimir,4-3-3,Marcelo Aparecido Ribeiro De Souza,Match Report,,11,3,20.2,0,0,2019,Avai
29,2019-11-03,20:30,Série A,Matchweek 30,Sun,Away,L,0,2,Goiás,0.7,2.8,52.0,8914.0,Betão,4-4-2,Vinicius Gonçalves Dias Araujo,Match Report,,12,4,24.2,0,0,2019,Avai
30,2019-11-06,21:00,Série A,Matchweek 31,Wed,Home,L,1,2,Santos,0.5,0.4,47.0,4820.0,Betão,3-4-3,Marcelo de Lima Henrique,Match Report,,13,4,27.1,0,0,2019,Avai
31,2019-11-11,20:00,Série A,Matchweek 32,Mon,Away,L,0,2,Botafogo (RJ),0.8,1.8,62.0,19075.0,Betão,4-1-4-1,Savio Pereira,Match Report,,17,5,21.4,0,0,2019,Avai
32,2019-11-18,20:00,Série A,Matchweek 33,Mon,Away,D,0,0,Cruzeiro,0.7,0.9,29.0,21217.0,Marquinhos,4-4-2,Diego Pombo Lopez,Match Report,,10,4,21.9,0,0,2019,Avai
33,2019-11-24,19:00,Série A,Matchweek 34,Sun,Home,L,0,1,Chapecoense,0.7,1.0,56.0,2316.0,Marquinhos,4-3-3,Raphael Claus,Match Report,,13,2,22.9,0,0,2019,Avai
34,2019-11-27,21:30,Série A,Matchweek 35,Wed,Away,L,0,3,Corinthians,0.7,2.9,37.0,17441.0,Marquinhos,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,9,1,22.2,0,0,2019,Avai
35,2019-12-01,16:00,Série A,Matchweek 36,Sun,Home,D,1,1,Fluminense,1.0,1.0,44.0,3237.0,Marquinhos,4-3-3,Daniel Nobre Bins,Match Report,,4,0,28.3,1,1,2019,Avai
36,2019-12-05,20:00,Série A,Matchweek 37,Thu,Away,L,1,6,Flamengo,0.7,3.3,32.0,64648.0,Marquinhos,5-4-1,Jefferson Ferreira de Moraes,Match Report,,8,3,23.8,0,0,2019,Avai
37,2019-12-08,16:00,Série A,Matchweek 38,Sun,Home,D,0,0,Ath Paranaense,1.1,1.0,39.0,2445.0,Marquinhos,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,9,3,13.5,0,0,2019,Avai
