,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
29,2017-09-02,16:00,Série A,Matchweek 22,Sat,Home,W,5,0,Sport Recife,52.0,17518.0,Ramiro Benetti,4-2-3-1,André Luiz de Freitas Castro,Match Report,,14,7,,1,1,2017,Gremio
30,2017-09-09,18:00,Série A,Matchweek 23,Sat,Away,L,0,1,Vasco da Gama,64.0,,Léo Moura,4-2-3-1,Heber Roberto Lopes,Match Report,,15,3,,0,0,2017,Gremio
32,2017-09-17,16:00,Série A,Matchweek 24,Sun,Home,L,0,1,Chapecoense,77.0,14618.0,Ramiro Benetti,4-2-3-1,Marcelo de Lima Henrique,Match Report,,17,4,,0,0,2017,Gremio
34,2017-09-24,19:00,Série A,Matchweek 25,Sun,Away,L,0,1,Bahia,58.0,12789.0,Edílson Mendes,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,14,4,,0,0,2017,Gremio
35,2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,W,1,0,Fluminense,62.0,15727.0,Pedro Geromel,4-2-3-1,Rafael Traci,Match Report,,21,10,,0,0,2017,Gremio
36,2017-10-11,21:45,Série A,Matchweek 27,Wed,Home,L,0,1,Cruzeiro,56.0,7851.0,Pedro Geromel,4-2-3-1,Rodrigo Batista Raposo,Match Report,,12,3,,0,0,2017,Gremio
37,2017-10-15,19:00,Série A,Matchweek 28,Sun,Away,W,1,0,Coritiba,45.0,10814.0,Pedro Geromel,4-2-3-1,André Luiz de Freitas Castro,Match Report,,6,1,,0,0,2017,Gremio
38,2017-10-18,21:45,Série A,Matchweek 29,Wed,Away,D,0,0,Corinthians,45.0,40008.0,Pedro Geromel,4-2-3-1,Heber Roberto Lopes,Match Report,,10,3,,0,0,2017,Gremio
39,2017-10-22,17:00,Série A,Matchweek 30,Sun,Home,L,1,3,Palmeiras,49.0,16238.0,Marcelo Oliveira,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,6,2,,0,0,2017,Gremio
41,2017-10-29,19:00,Série A,Matchweek 31,Sun,Away,D,2,2,Avaí,47.0,9880.0,Marcelo Oliveira,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,8,4,,0,0,2017,Gremio
43,2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,3,1,Flamengo,59.0,18199.0,Pedro Geromel,4-2-3-1,Raphael Claus,Match Report,,11,6,,0,0,2017,Gremio
44,2017-11-08,19:30,Série A,Matchweek 33,Wed,Away,W,1,0,Ponte Preta,59.0,6226.0,Marcelo Oliveira,4-2-3-1,Sandro Ricci,Match Report,,8,2,,0,0,2017,Gremio
45,2017-11-12,17:00,Série A,Matchweek 34,Sun,Home,D,1,1,Vitória,71.0,14021.0,Pedro Geromel,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,16,5,,0,0,2017,Gremio
46,2017-11-15,19:30,Série A,Matchweek 35,Wed,Home,W,1,0,São Paulo,39.0,20542.0,Pedro Geromel,4-2-3-1,Rodolpho Toski Marques,Match Report,,13,5,,0,0,2017,Gremio
47,2017-11-19,19:00,Série A,Matchweek 36,Sun,Away,L,0,1,Santos,58.0,4206.0,Bressan,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,12,2,,0,0,2017,Gremio
49,2017-11-26,17:00,Série A,Matchweek 37,Sun,Home,D,1,1,Atl Goianiense,51.0,6783.0,Cristian Baroni,4-2-3-1,Bruno Arleu de Araujo,Match Report,,10,4,,0,0,2017,Gremio
51,2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,L,3,4,Atlético Mineiro,37.0,19116.0,Bruno Grassi,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,9,5,,0,0,2017,Gremio
2,2017-05-14,16:00,Série A,Matchweek 1,Sun,Home,W,1,0,São Paulo,38.0,11416.0,Henrique Pacheco Lima,4-2-3-1,Marcelo de Lima Henrique,Match Report,,8,5,,0,0,2017,Cruzeiro
3,2017-05-21,19:00,Série A,Matchweek 2,Sun,Away,D,1,1,Sport Recife,56.0,3484.0,Henrique Pacheco Lima,4-2-3-1,Joao Batista de Arruda,Match Report,,17,5,,0,0,2017,Cruzeiro
4,2017-05-28,16:00,Série A,Matchweek 3,Sun,Away,W,1,0,Santos,46.0,7025.0,Fábio,4-3-2-1,Eduardo Tomaz De Aquino Valadão,Match Report,,14,2,,0,0,2017,Cruzeiro
5,2017-06-04,19:00,Série A,Matchweek 4,Sun,Home,L,0,2,Chapecoense,61.0,16591.0,Henrique Pacheco Lima,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,13,5,,0,0,2017,Cruzeiro
6,2017-06-08,21:00,Série A,Matchweek 5,Thu,Away,L,0,1,Bahia,41.0,18917.0,Henrique Pacheco Lima,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,12,4,,0,0,2017,Cruzeiro
7,2017-06-11,18:30,Série A,Matchweek 6,Sun,Home,W,2,0,Atl Goianiense,70.0,9912.0,Léo,4-2-3-1,Joao Batista de Arruda,Match Report,,19,9,,1,1,2017,Cruzeiro
8,2017-06-14,21:45,Série A,Matchweek 7,Wed,Away,L,0,1,Corinthians,48.0,30465.0,Fábio,4-3-2-1,Leandro Pedro Vuaden,Match Report,,17,2,,0,0,2017,Cruzeiro
9,2017-06-19,20:00,Série A,Matchweek 8,Mon,Home,D,3,3,Grêmio,55.0,20384.0,Léo,4-2-3-1,Raphael Claus,Match Report,,17,5,,0,0,2017,Cruzeiro
10,2017-06-22,19:30,Série A,Matchweek 9,Thu,Away,L,0,1,Ponte Preta,49.0,4707.0,Fábio,4-2-3-1,Grazianni Maciel Rocha,Match Report,,8,2,,0,0,2017,Cruzeiro
11,2017-06-25,16:00,Série A,Matchweek 10,Sun,Home,W,2,0,Coritiba,55.0,11778.0,Fábio,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,22,9,,0,0,2017,Cruzeiro
12,2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,L,1,3,Atlético Mineiro,53.0,17251.0,Fábio,4-2-3-1,Anderson Daronco,Match Report,,9,4,,0,0,2017,Cruzeiro
13,2017-07-09,16:00,Série A,Matchweek 12,Sun,Home,W,3,1,Palmeiras,38.0,19090.0,Fábio,4-4-2,Pericles Bassols Pegado Cortez,Match Report,,11,7,,0,0,2017,Cruzeiro
14,2017-07-12,21:45,Série A,Matchweek 13,Wed,Away,W,2,0,Ath Paranaense,39.0,13897.0,Fábio,4-2-3-1,Braulio da Silva Machado,Match Report,,15,5,,0,0,2017,Cruzeiro
15,2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,D,1,1,Flamengo,37.0,43439.0,Fábio,4-2-3-1,Rodolpho Toski Marques,Match Report,,10,3,,0,0,2017,Cruzeiro
16,2017-07-20,19:30,Série A,Matchweek 15,Thu,Away,D,1,1,Fluminense,51.0,5753.0,Léo,4-4-2,Leandro Pedro Vuaden,Match Report,,15,6,,0,0,2017,Cruzeiro
17,2017-07-23,16:00,Série A,Matchweek 16,Sun,Away,L,0,1,Avaí,72.0,6590.0,Henrique Pacheco Lima,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,26,9,,0,0,2017,Cruzeiro
18,2017-07-30,19:00,Série A,Matchweek 17,Sun,Home,D,0,0,Vitória,63.0,12471.0,Henrique Pacheco Lima,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,13,6,,0,0,2017,Cruzeiro
19,2017-08-03,20:00,Série A,Matchweek 18,Thu,Away,W,3,0,Vasco da Gama,50.0,5780.0,Henrique Pacheco Lima,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,13,6,,1,1,2017,Cruzeiro
20,2017-08-06,16:00,Série A,Matchweek 19,Sun,Home,D,0,0,Botafogo (RJ),61.0,22691.0,Fábio,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,22,4,,0,0,2017,Cruzeiro
21,2017-08-13,11:00,Série A,Matchweek 20,Sun,Away,L,2,3,São Paulo,57.0,56052.0,Léo,4-4-2,Rafael Traci,Match Report,,19,4,,0,1,2017,Cruzeiro
22,2017-08-20,16:00,Série A,Matchweek 21,Sun,Home,W,2,0,Sport Recife,45.0,30393.0,Fábio,4-2-3-1,Caio Max Augusto Vieira,Match Report,,12,6,,0,0,2017,Cruzeiro
23,2017-08-27,19:00,Série A,Matchweek 22,Sun,Home,D,1,1,Santos,54.0,12055.0,Fábio,4-2-3-1,Anderson Daronco,Match Report,,18,5,,0,0,2017,Cruzeiro
24,2017-09-10,19:00,Série A,Matchweek 23,Sun,Away,W,2,1,Chapecoense,45.0,9676.0,Henrique Pacheco Lima,4-2-3-1,Leandro Bizzio Marinho,Match Report,,13,7,,0,0,2017,Cruzeiro
25,2017-09-17,19:00,Série A,Matchweek 24,Sun,Home,W,1,0,Bahia,51.0,11754.0,Henrique Pacheco Lima,4-2-3-1,Wagner Reway,Match Report,,10,5,,0,1,2017,Cruzeiro
26,2017-09-24,16:00,Série A,Matchweek 25,Sun,Away,W,2,1,Atl Goianiense,46.0,10865.0,Giorgian De Arrascaeta,4-2-2-2,Heber Roberto Lopes,Match Report,,13,2,,0,0,2017,Cruzeiro
27,2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,D,1,1,Corinthians,42.0,15727.0,Henrique Pacheco Lima,4-2-3-1,Rodolpho Toski Marques,Match Report,,10,3,,0,0,2017,Cruzeiro
28,2017-10-07,16:00,Série A,Matchweek 28,Sat,Home,W,2,1,Ponte Preta,68.0,15397.0,Henrique Pacheco Lima,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,17,6,,0,0,2017,Cruzeiro
29,2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,W,1,0,Grêmio,44.0,7851.0,Henrique Pacheco Lima,4-2-3-1,Rodrigo Batista Raposo,Match Report,,13,4,,0,0,2017,Cruzeiro
30,2017-10-18,19:30,Série A,Matchweek 29,Wed,Away,L,0,1,Coritiba,64.0,6470.0,Henrique Pacheco Lima,4-2-3-1,Marcelo de Lima Henrique,Match Report,,13,2,,0,0,2017,Cruzeiro
31,2017-10-22,17:00,Série A,Matchweek 30,Sun,Home,L,1,3,Atlético Mineiro,59.0,35921.0,Henrique Pacheco Lima,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,15,5,,0,0,2017,Cruzeiro
32,2017-10-30,20:00,Série A,Matchweek 31,Mon,Away,D,2,2,Palmeiras,37.0,37961.0,Henrique Pacheco Lima,4-2-3-1,Heber Roberto Lopes,Match Report,,4,4,,0,0,2017,Cruzeiro
33,2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,1,0,Ath Paranaense,48.0,8157.0,Henrique Pacheco Lima,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,15,4,,0,0,2017,Cruzeiro
34,2017-11-08,21:45,Série A,Matchweek 33,Wed,Away,L,0,2,Flamengo,49.0,7111.0,Fábio,4-2-3-1,Leandro Bizzio Marinho,Match Report,,8,2,,0,0,2017,Cruzeiro
35,2017-11-12,19:00,Série A,Matchweek 34,Sun,Home,W,3,1,Fluminense,56.0,8644.0,Fábio,4-2-3-1,André Luiz de Freitas Castro,Match Report,,17,8,,0,0,2017,Cruzeiro
36,2017-11-15,19:30,Série A,Matchweek 35,Wed,Home,D,2,2,Avaí,62.0,9259.0,Henrique Pacheco Lima,4-2-3-1,Leandro Pedro Vuaden,Match Report,,23,8,,1,1,2017,Cruzeiro
37,2017-11-19,16:00,Série A,Matchweek 36,Sun,Away,D,1,1,Vitória,67.0,13095.0,Henrique Pacheco Lima,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,19,3,,0,0,2017,Cruzeiro
38,2017-11-26,17:00,Série A,Matchweek 37,Sun,Home,L,0,1,Vasco da Gama,67.0,14930.0,Henrique Pacheco Lima,4-2-3-1,Raphael Claus,Match Report,,22,7,,0,0,2017,Cruzeiro
39,2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,D,2,2,Botafogo (RJ),56.0,20636.0,Henrique Pacheco Lima,4-2-3-1,Leandro Bizzio Marinho,Match Report,,8,2,,0,0,2017,Cruzeiro
5,2017-05-13,16:00,Série A,Matchweek 1,Sat,Home,D,1,1,Atlético Mineiro,42.0,50220.0,Réver,4-2-3-1,Jailson Macêdo Freitas,Match Report,,11,3,,0,0,2017,Flamengo
7,2017-05-20,19:00,Série A,Matchweek 2,Sat,Away,W,3,0,Atl Goianiense,66.0,10144.0,Réver,4-2-3-1,Igor Junior Benevenuto,Match Report,,21,11,,0,0,2017,Flamengo
8,2017-05-28,16:00,Série A,Matchweek 3,Sun,Away,D,1,1,Ath Paranaense,56.0,19923.0,Réver,4-2-3-1,Braulio da Silva Machado,Match Report,,14,4,,0,0,2017,Flamengo
9,2017-06-04,11:00,Série A,Matchweek 4,Sun,Home,D,0,0,Botafogo (RJ),65.0,10577.0,Réver,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,19,2,,0,0,2017,Flamengo
10,2017-06-07,21:45,Série A,Matchweek 5,Wed,Away,L,0,2,Sport Recife,61.0,11426.0,Réver,4-2-3-1,Anderson Daronco,Match Report,,16,7,,0,0,2017,Flamengo
11,2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,D,1,1,Avaí,61.0,13448.0,Réver,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,9,3,,0,0,2017,Flamengo
12,2017-06-14,21:00,Série A,Matchweek 7,Wed,Home,W,2,0,Ponte Preta,56.0,13981.0,Réver,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,23,5,,0,0,2017,Flamengo
13,2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,D,2,2,Fluminense,60.0,33112.0,Réver,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,14,5,,0,0,2017,Flamengo
14,2017-06-22,21:00,Série A,Matchweek 9,Thu,Home,W,5,1,Chapecoense,52.0,14632.0,Réver,4-2-3-1,Leandro Bizzio Marinho,Match Report,,20,11,,0,0,2017,Flamengo
15,2017-06-25,18:30,Série A,Matchweek 10,Sun,Away,W,1,0,Bahia,57.0,21929.0,Diego,4-2-3-1,Igor Junior Benevenuto,Match Report,,11,4,,0,0,2017,Flamengo
16,2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,2,0,São Paulo,48.0,17302.0,Réver,4-2-3-1,Leandro Pedro Vuaden,Match Report,,14,7,,0,0,2017,Flamengo
18,2017-07-08,18:00,Série A,Matchweek 12,Sat,Away,W,1,0,Vasco da Gama,59.0,19622.0,Réver,4-2-3-1,Anderson Daronco,Match Report,,9,3,,0,0,2017,Flamengo
19,2017-07-13,19:30,Série A,Matchweek 13,Thu,Home,L,0,1,Grêmio,61.0,18204.0,Réver,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,23,7,,0,0,2017,Flamengo
20,2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,D,1,1,Cruzeiro,63.0,43439.0,Réver,4-2-3-1,Rodolpho Toski Marques,Match Report,,5,1,,0,0,2017,Flamengo
21,2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,D,2,2,Palmeiras,62.0,15103.0,Réver,4-2-3-1,Jailson Macêdo Freitas,Match Report,,19,7,,0,1,2017,Flamengo
22,2017-07-22,19:00,Série A,Matchweek 16,Sat,Home,W,2,1,Coritiba,50.0,13014.0,Juan,4-2-3-1,Braulio da Silva Machado,Match Report,,18,6,,1,1,2017,Flamengo
23,2017-07-30,16:00,Série A,Matchweek 17,Sun,Away,D,1,1,Corinthians,59.0,44682.0,Réver,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,16,2,,0,0,2017,Flamengo
24,2017-08-02,21:45,Série A,Matchweek 18,Wed,Away,L,2,3,Santos,54.0,27030.0,Réver,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,13,6,,0,0,2017,Flamengo
25,2017-08-06,11:00,Série A,Matchweek 19,Sun,Home,L,0,2,Vitória,65.0,16521.0,Réver,4-1-4-1,Raphael Claus,Match Report,,14,6,,0,0,2017,Flamengo
27,2017-08-13,16:00,Série A,Matchweek 20,Sun,Away,L,0,2,Atlético Mineiro,48.0,11031.0,Réver,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,9,1,,0,0,2017,Flamengo
28,2017-08-19,19:00,Série A,Matchweek 21,Sat,Home,W,2,0,Atl Goianiense,60.0,7082.0,Réver,4-2-3-1,Rodolpho Toski Marques,Match Report,,16,6,,0,0,2017,Flamengo
29,2017-08-27,16:00,Série A,Matchweek 22,Sun,Home,W,2,0,Ath Paranaense,52.0,10199.0,Juan,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,16,6,,0,0,2017,Flamengo
30,2017-09-10,19:00,Série A,Matchweek 23,Sun,Away,L,0,2,Botafogo (RJ),57.0,6311.0,Paolo Guerrero,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,16,2,,0,0,2017,Flamengo
32,2017-09-17,16:00,Série A,Matchweek 24,Sun,Home,W,2,0,Sport Recife,57.0,9029.0,Réver,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,14,4,,0,0,2017,Flamengo
34,2017-09-23,19:00,Série A,Matchweek 25,Sat,Home,D,1,1,Avaí,69.0,9584.0,Everton Ribeiro,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,30,8,,0,0,2017,Flamengo
35,2017-10-02,20:00,Série A,Matchweek 26,Mon,Away,L,0,1,Ponte Preta,69.0,11133.0,Réver,4-2-3-1,Igor Junior Benevenuto,Match Report,,12,1,,0,0,2017,Flamengo
36,2017-10-12,17:00,Série A,Matchweek 27,Thu,Home,D,1,1,Fluminense,60.0,38629.0,Réver,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,13,5,,0,0,2017,Flamengo
37,2017-10-15,17:00,Série A,Matchweek 28,Sun,Away,W,1,0,Chapecoense,56.0,10484.0,Réver,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,15,5,,0,1,2017,Flamengo
38,2017-10-19,21:00,Série A,Matchweek 29,Thu,Home,W,4,1,Bahia,62.0,8282.0,Réver,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,16,8,,1,1,2017,Flamengo
39,2017-10-22,17:00,Série A,Matchweek 30,Sun,Away,L,0,2,São Paulo,60.0,32915.0,Réver,4-4-2,Rafael Traci,Match Report,,10,3,,0,0,2017,Flamengo
41,2017-10-28,19:00,Série A,Matchweek 31,Sat,Home,D,0,0,Vasco da Gama,57.0,24813.0,Juan,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,14,4,,0,0,2017,Flamengo
43,2017-11-05,17:00,Série A,Matchweek 32,Sun,Away,L,1,3,Grêmio,41.0,18199.0,Willian Arão,4-2-3-1,Raphael Claus,Match Report,,9,2,,0,0,2017,Flamengo
44,2017-11-08,21:45,Série A,Matchweek 33,Wed,Home,W,2,0,Cruzeiro,51.0,7111.0,Pará,4-2-3-1,Leandro Bizzio Marinho,Match Report,,16,5,,0,0,2017,Flamengo
45,2017-11-12,17:00,Série A,Matchweek 34,Sun,Away,L,0,2,Palmeiras,54.0,27831.0,Pará,4-2-3-1,Braulio da Silva Machado,Match Report,,11,1,,0,0,2017,Flamengo
46,2017-11-16,21:00,Série A,Matchweek 35,Thu,Away,L,0,1,Coritiba,68.0,14821.0,Juan,4-2-3-1,Raphael Claus,Match Report,,13,4,,0,0,2017,Flamengo
47,2017-11-19,17:00,Série A,Matchweek 36,Sun,Home,W,3,0,Corinthians,49.0,13491.0,Diego,4-2-3-1,Wagner Reway,Match Report,,16,6,,1,1,2017,Flamengo
49,2017-11-26,19:00,Série A,Matchweek 37,Sun,Home,L,1,2,Santos,58.0,15456.0,Réver,4-2-3-1,Braulio da Silva Machado,Match Report,,27,9,,0,0,2017,Flamengo
51,2017-12-03,16:00,Série A,Matchweek 38,Sun,Away,W,2,1,Vitória,56.0,29008.0,Diego,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,12,3,,1,1,2017,Flamengo
0,2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,4,Palmeiras,49.0,3325.0,Luís Fabiano,4-2-3-1,Rodolpho Toski Marques,Match Report,,16,5,,0,0,2017,Vasco da Gama
1,2017-05-21,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Bahia,60.0,19030.0,Luís Fabiano,4-2-3-1,Leandro Bizzio Marinho,Match Report,,16,10,,0,0,2017,Vasco da Gama
2,2017-05-27,16:00,Série A,Matchweek 3,Sat,Home,W,3,2,Fluminense,42.0,20442.0,Luís Fabiano,4-2-3-1,Raphael Claus,Match Report,,18,7,,0,0,2017,Vasco da Gama
3,2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,L,0,2,Grêmio,42.0,22578.0,Jean,4-2-4-0,Sandro Ricci,Match Report,,10,0,,0,0,2017,Vasco da Gama
4,2017-06-07,21:45,Série A,Matchweek 5,Wed,Home,L,2,5,Corinthians,57.0,16288.0,Luís Fabiano,4-2-3-1,Wagner Reway,Match Report,,27,9,,0,0,2017,Vasco da Gama
5,2017-06-10,19:00,Série A,Matchweek 6,Sat,Home,W,2,1,Sport Recife,49.0,10273.0,Luís Fabiano,4-2-3-1,Caio Max Augusto Vieira,Match Report,,12,4,,0,0,2017,Vasco da Gama
6,2017-06-14,21:45,Série A,Matchweek 7,Wed,Away,L,1,2,Chapecoense,49.0,10003.0,Martín Silva,4-2-3-1,Jailson Macêdo Freitas,Match Report,,5,2,,0,0,2017,Vasco da Gama
7,2017-06-17,19:00,Série A,Matchweek 8,Sat,Home,W,1,0,Avaí,49.0,10993.0,Luís Fabiano,4-2-3-1,Rafael Traci,Match Report,,16,5,,0,0,2017,Vasco da Gama
8,2017-06-21,21:00,Série A,Matchweek 9,Wed,Away,L,1,3,Botafogo (RJ),56.0,15048.0,Luís Fabiano,4-2-3-1,Leandro Pedro Vuaden,Match Report,,16,3,,0,0,2017,Vasco da Gama
9,2017-06-25,11:00,Série A,Matchweek 10,Sun,Home,W,1,0,Atl Goianiense,52.0,20658.0,Luís Fabiano,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,12,5,,0,0,2017,Vasco da Gama
10,2017-07-02,19:00,Série A,Matchweek 11,Sun,Away,D,2,2,Coritiba,39.0,8020.0,Martín Silva,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,10,4,,0,0,2017,Vasco da Gama
11,2017-07-08,18:00,Série A,Matchweek 12,Sat,Home,L,0,1,Flamengo,41.0,19622.0,Nenê,4-2-3-1,Anderson Daronco,Match Report,,10,1,,0,0,2017,Vasco da Gama
12,2017-07-12,21:45,Série A,Matchweek 13,Wed,Away,W,4,1,Vitória,33.0,5548.0,Martín Silva,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,10,4,,0,0,2017,Vasco da Gama
13,2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,D,0,0,Santos,44.0,,Nenê,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,16,4,,0,0,2017,Vasco da Gama
14,2017-07-19,21:45,Série A,Matchweek 15,Wed,Away,L,0,1,São Paulo,56.0,22574.0,Martín Silva,4-2-3-1,Wagner Reway,Match Report,,13,6,,0,0,2017,Vasco da Gama
15,2017-07-23,19:00,Série A,Matchweek 16,Sun,Away,W,2,1,Atlético Mineiro,42.0,12497.0,Martín Silva,4-2-3-1,Raphael Claus,Match Report,,11,4,,0,0,2017,Vasco da Gama
16,2017-07-31,20:00,Série A,Matchweek 17,Mon,Home,L,0,1,Ath Paranaense,56.0,8330.0,Martín Silva,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,18,5,,0,0,2017,Vasco da Gama
17,2017-08-03,20:00,Série A,Matchweek 18,Thu,Home,L,0,3,Cruzeiro,50.0,5780.0,Martín Silva,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,12,1,,0,0,2017,Vasco da Gama
18,2017-08-06,19:00,Série A,Matchweek 19,Sun,Away,D,0,0,Ponte Preta,50.0,6310.0,Martín Silva,4-3-2-1,Sandro Ricci,Match Report,,6,0,,0,0,2017,Vasco da Gama
19,2017-08-13,16:00,Série A,Matchweek 20,Sun,Home,D,1,1,Palmeiras,41.0,5323.0,Luís Fabiano,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,10,2,,0,0,2017,Vasco da Gama
20,2017-08-20,16:00,Série A,Matchweek 21,Sun,Away,L,0,3,Bahia,56.0,21691.0,Luís Fabiano,3-4-3,Raphael Claus,Match Report,,9,0,,0,0,2017,Vasco da Gama
21,2017-08-26,16:00,Série A,Matchweek 22,Sat,Away,W,1,0,Fluminense,43.0,23460.0,Martín Silva,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,20,4,,0,0,2017,Vasco da Gama
22,2017-09-09,18:00,Série A,Matchweek 23,Sat,Home,W,1,0,Grêmio,36.0,,Martín Silva,4-2-3-1,Heber Roberto Lopes,Match Report,,8,2,,0,0,2017,Vasco da Gama
23,2017-09-17,16:00,Série A,Matchweek 24,Sun,Away,L,0,1,Corinthians,43.0,41235.0,Martín Silva,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,13,4,,0,0,2017,Vasco da Gama
24,2017-09-25,20:00,Série A,Matchweek 25,Mon,Away,D,1,1,Sport Recife,51.0,15701.0,Martín Silva,4-2-3-1,Sandro Ricci,Match Report,,13,2,,0,0,2017,Vasco da Gama
25,2017-09-30,16:00,Série A,Matchweek 26,Sat,Home,D,1,1,Chapecoense,66.0,,Martín Silva,4-2-3-1,Wilton Sampaio,Match Report,,22,8,,0,0,2017,Vasco da Gama
26,2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,W,2,1,Avaí,39.0,8952.0,Martín Silva,4-2-3-1,Wagner Reway,Match Report,,12,6,,0,0,2017,Vasco da Gama
27,2017-10-14,19:00,Série A,Matchweek 28,Sat,Home,W,1,0,Botafogo (RJ),40.0,31406.0,Martín Silva,4-4-1-1,Vinicius Gonçalves Dias Araujo,Match Report,,11,2,,0,0,2017,Vasco da Gama
28,2017-10-18,19:30,Série A,Matchweek 29,Wed,Away,W,1,0,Atl Goianiense,53.0,9046.0,Martín Silva,4-4-1-1,Claudio Francisco Lima e Silva,Match Report,,10,4,,0,0,2017,Vasco da Gama
29,2017-10-21,17:00,Série A,Matchweek 30,Sat,Home,D,1,1,Coritiba,48.0,30351.0,Martín Silva,4-4-1-1,Raphael Claus,Match Report,,12,4,,0,0,2017,Vasco da Gama
30,2017-10-28,19:00,Série A,Matchweek 31,Sat,Away,D,0,0,Flamengo,43.0,24813.0,Martín Silva,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,8,0,,0,0,2017,Vasco da Gama
31,2017-11-05,19:00,Série A,Matchweek 32,Sun,Home,D,1,1,Vitória,40.0,15811.0,Martín Silva,4-2-3-1,Heber Roberto Lopes,Match Report,,3,2,,0,0,2017,Vasco da Gama
32,2017-11-08,21:45,Série A,Matchweek 33,Wed,Away,W,2,1,Santos,43.0,7841.0,Breno Borges,4-4-1-1,Rafael Traci,Match Report,,20,6,,0,0,2017,Vasco da Gama
33,2017-11-12,17:00,Série A,Matchweek 34,Sun,Home,D,1,1,São Paulo,51.0,17447.0,Nenê,4-2-3-1,Leandro Pedro Vuaden,Match Report,,25,3,,0,0,2017,Vasco da Gama
34,2017-11-15,21:45,Série A,Matchweek 35,Wed,Home,D,1,1,Atlético Mineiro,55.0,12059.0,Breno Borges,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,20,7,,0,0,2017,Vasco da Gama
35,2017-11-19,19:00,Série A,Matchweek 36,Sun,Away,L,1,3,Ath Paranaense,58.0,9252.0,Breno Borges,4-2-3-1,Leandro Bizzio Marinho,Match Report,,13,4,,0,0,2017,Vasco da Gama
